word,word[-3],word[-2],word.isdigit,pos,all-ascii,next-word,next-word[-3],next-word[-2],next-word.isdigit,next-pos,next-next-word,next-next-word[-3],next-next-word[-2],next-next-word.isdigit,nextnextpos,prev-word,prev-word[-3],prev-word[-2],prev-word.isdigit,prev-pos,prev-prev-word,prev-prev-word[-3],prev-prev-word[-2],prev-prev-word.isdigit,prev-prev-pos,prev-iob,all-caps,capitalized,prev-all-caps,prev-capitalized,next-all-caps,next-capitalized,label
0219-15,-15,15,False,CD,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Modern,ern,rn,False,NNP,Pria,ria,ia,False,NNP,O,True,False,True,True,True,True,O
Proclean,ean,an,False,NNP,True,Lap,Lap,ap,False,NNP,Kaca,aca,ca,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Lap,Lap,ap,False,NNP,True,Kaca,aca,ca,False,NNP,Microfiber,ber,er,False,NNP,Proclean,ean,an,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,B-TYPE
Kaca,aca,ca,False,NNP,True,Microfiber,ber,er,False,NNP,Biru,iru,ru,False,NNP,Lap,Lap,ap,False,NNP,Proclean,ean,an,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Microfiber,ber,er,False,NNP,True,Biru,iru,ru,False,NNP,Muda,uda,da,False,NNP,Kaca,aca,ca,False,NNP,Lap,Lap,ap,False,NNP,I-TYPE,True,True,True,True,True,True,B-MATERIAL
Biru,iru,ru,False,NNP,True,Muda,uda,da,False,NNP,[END1],[END1],[END1],False,[END1],Microfiber,ber,er,False,NNP,Kaca,aca,ca,False,NNP,B-MATERIAL,True,True,True,True,True,True,B-COLOR
Muda,uda,da,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Biru,iru,ru,False,NNP,Microfiber,ber,er,False,NNP,B-COLOR,True,True,True,True,True,True,I-COLOR
Karpet,pet,et,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Spesial,ial,al,False,NNP,True,Antena,ena,na,False,NNP,Yagi,agi,gi,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,O
Antena,ena,na,False,NNP,True,Yagi,agi,gi,False,NNP,Txr185,185,85,False,NNP,Spesial,ial,al,False,NNP,[START1],[START1],[START1],False,[START1],O,True,True,True,True,True,True,B-TYPE
Yagi,agi,gi,False,NNP,True,Txr185,185,85,False,NNP,[END1],[END1],[END1],False,[END1],Antena,ena,na,False,NNP,Spesial,ial,al,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Txr185,185,85,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Yagi,agi,gi,False,NNP,Antena,ena,na,False,NNP,I-TYPE,True,True,True,True,True,True,B-NAME
KALUNG,UNG,NG,False,NNP,True,QUANTUM,TUM,UM,False,NNP,PENDANT,ANT,NT,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-TYPE
QUANTUM,TUM,UM,False,NNP,True,PENDANT,ANT,NT,False,NNP,PERMATA,ATA,TA,False,NNP,KALUNG,UNG,NG,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,False,True,False,True,False,True,B-NAME
PENDANT,ANT,NT,False,NNP,True,PERMATA,ATA,TA,False,NNP,[END1],[END1],[END1],False,[END1],QUANTUM,TUM,UM,False,NNP,KALUNG,UNG,NG,False,NNP,B-NAME,False,True,False,True,False,True,I-NAME
PERMATA,ATA,TA,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],PENDANT,ANT,NT,False,NNP,QUANTUM,TUM,UM,False,NNP,I-NAME,False,True,False,True,False,True,I-NAME
WALL,ALL,LL,False,NNP,True,STICKER,KER,ER,False,NNP,SUN,SUN,UN,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-TYPE
STICKER,KER,ER,False,NNP,True,SUN,SUN,UN,False,NNP,FLOWER,WER,ER,False,NNP,WALL,ALL,LL,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,False,True,False,True,False,True,I-TYPE
SUN,SUN,UN,False,NNP,True,FLOWER,WER,ER,False,NNP,[END1],[END1],[END1],False,[END1],STICKER,KER,ER,False,NNP,WALL,ALL,LL,False,NNP,I-TYPE,False,True,False,True,False,True,B-THEME
FLOWER,WER,ER,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],SUN,SUN,UN,False,NNP,STICKER,KER,ER,False,NNP,B-THEME,False,True,False,True,False,True,I-THEME
Fisheye,eye,ye,False,NNP,True,3in1,in1,n1,False,NNP,Jepit,pit,it,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
3in1,in1,n1,False,NNP,True,Jepit,pit,it,False,NNP,[END1],[END1],[END1],False,[END1],Fisheye,eye,ye,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,False,True,True,True,True,I-TYPE
Jepit,pit,it,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],3in1,in1,n1,False,NNP,Fisheye,eye,ye,False,NNP,I-TYPE,True,True,True,False,True,False,I-TYPE
VSCPD013A-D,A-D,-D,False,CD,True,CELANA,ANA,NA,False,NNP,PENDEK,DEK,EK,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-NAME
CELANA,ANA,NA,False,NNP,True,PENDEK,DEK,EK,False,NNP,ANak,Nak,ak,False,NNP,VSCPD013A-D,A-D,-D,False,CD,[START1],[START1],[START1],False,[START1],B-NAME,False,True,False,True,False,True,B-TYPE
PENDEK,DEK,EK,False,NNP,True,ANak,Nak,ak,False,NNP,Bayi,ayi,yi,False,NNP,CELANA,ANA,NA,False,NNP,VSCPD013A-D,A-D,-D,False,CD,B-TYPE,False,True,False,True,False,True,I-TYPE
ANak,Nak,ak,False,NNP,True,Bayi,ayi,yi,False,NNP,usia,sia,ia,False,NNP,PENDEK,DEK,EK,False,NNP,CELANA,ANA,NA,False,NNP,I-TYPE,False,True,False,True,False,True,B-AGE
Bayi,ayi,yi,False,NNP,True,usia,sia,ia,False,NNP,6-12,-12,12,False,CD,ANak,Nak,ak,False,NNP,PENDEK,DEK,EK,False,NNP,B-AGE,True,True,False,True,False,True,B-AGE
usia,sia,ia,False,NNP,True,6-12,-12,12,False,CD,bln,bln,ln,False,NN,Bayi,ayi,yi,False,NNP,ANak,Nak,ak,False,NNP,B-AGE,False,False,True,True,True,True,O
6-12,-12,12,False,CD,True,bln,bln,ln,False,NN,[END1],[END1],[END1],False,[END1],usia,sia,ia,False,NNP,Bayi,ayi,yi,False,NNP,O,True,False,False,False,False,False,B-AGE
bln,bln,ln,False,NN,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],6-12,-12,12,False,CD,usia,sia,ia,False,NNP,B-AGE,False,False,True,False,True,False,I-AGE
Bulu,ulu,lu,False,NNP,True,Mata,ata,ta,False,NNP,Palsu,lsu,su,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Mata,ata,ta,False,NNP,True,Palsu,lsu,su,False,NNP,[END1],[END1],[END1],False,[END1],Bulu,ulu,lu,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,I-TYPE
Palsu,lsu,su,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Mata,ata,ta,False,NNP,Bulu,ulu,lu,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Spotec,tec,ec,False,NNP,True,Vega,ega,ga,False,NNP,Sepatu,atu,tu,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Vega,ega,ga,False,NNP,True,Sepatu,atu,tu,False,NNP,Badminton,ton,on,False,NNP,Spotec,tec,ec,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,B-NAME
Sepatu,atu,tu,False,NNP,True,Badminton,ton,on,False,NNP,Oranye-Biru,iru,ru,False,NNP,Vega,ega,ga,False,NNP,Spotec,tec,ec,False,NNP,B-NAME,True,True,True,True,True,True,B-TYPE
Badminton,ton,on,False,NNP,True,Oranye-Biru,iru,ru,False,NNP,Tua,Tua,ua,False,NNP,Sepatu,atu,tu,False,NNP,Vega,ega,ga,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Oranye-Biru,iru,ru,False,NNP,True,Tua,Tua,ua,False,NNP,[END1],[END1],[END1],False,[END1],Badminton,ton,on,False,NNP,Sepatu,atu,tu,False,NNP,I-TYPE,False,True,True,True,True,True,B-COLOR
Tua,Tua,ua,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Oranye-Biru,iru,ru,False,NNP,Badminton,ton,on,False,NNP,B-COLOR,True,True,False,True,False,True,I-COLOR
Flashdisk,isk,sk,False,NNP,True,Toshiba,iba,ba,False,NNP,Hayabusa,usa,sa,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Toshiba,iba,ba,False,NNP,True,Hayabusa,usa,sa,False,NNP,8,8,8,True,NNP,Flashdisk,isk,sk,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,B-BRAND
Hayabusa,usa,sa,False,NNP,True,8,8,8,True,NNP,GB,GB,GB,False,NNP,Toshiba,iba,ba,False,NNP,Flashdisk,isk,sk,False,NNP,B-BRAND,True,True,True,True,True,True,B-NAME
8,8,8,True,NNP,True,GB,GB,GB,False,NNP,Murah,rah,ah,False,NNP,Hayabusa,usa,sa,False,NNP,Toshiba,iba,ba,False,NNP,B-NAME,True,False,True,True,True,True,B-CAPACITY
GB,GB,GB,False,NNP,True,Murah,rah,ah,False,NNP,[END1],[END1],[END1],False,[END1],8,8,8,True,NNP,Hayabusa,usa,sa,False,NNP,B-CAPACITY,False,True,True,False,True,False,I-CAPACITY
Murah,rah,ah,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],GB,GB,GB,False,NNP,8,8,8,True,NNP,I-CAPACITY,True,True,False,True,False,True,O
Botol,tol,ol,False,NNP,True,ASI,ASI,SI,False,NNP,100,100,00,True,CD,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
ASI,ASI,SI,False,NNP,True,100,100,00,True,CD,ml,ml,ml,False,NN,Botol,tol,ol,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,False,True,True,True,True,True,I-TYPE
100,100,00,True,CD,True,ml,ml,ml,False,NN,Botol,tol,ol,False,NNP,ASI,ASI,SI,False,NNP,Botol,tol,ol,False,NNP,I-TYPE,True,False,False,True,False,True,B-DIMENSION
ml,ml,ml,False,NN,True,Botol,tol,ol,False,NNP,kaca,aca,ca,False,NNP,100,100,00,True,CD,ASI,ASI,SI,False,NNP,B-DIMENSION,False,False,True,False,True,False,I-DIMENSION
Botol,tol,ol,False,NNP,True,kaca,aca,ca,False,NNP,ASIP,SIP,IP,False,NNP,ml,ml,ml,False,NN,100,100,00,True,CD,I-DIMENSION,True,True,False,False,False,False,B-TYPE
kaca,aca,ca,False,NNP,True,ASIP,SIP,IP,False,NNP,[END1],[END1],[END1],False,[END1],Botol,tol,ol,False,NNP,ml,ml,ml,False,NN,B-TYPE,False,False,True,True,True,True,I-TYPE
ASIP,SIP,IP,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],kaca,aca,ca,False,NNP,Botol,tol,ol,False,NNP,I-TYPE,False,True,False,False,False,False,I-TYPE
Cute,ute,te,False,NNP,True,Family,ily,ly,False,NNP,Round,und,nd,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,O
Family,ily,ly,False,NNP,True,Round,und,nd,False,NNP,Linen,nen,en,False,NNP,Cute,ute,te,False,NNP,[START1],[START1],[START1],False,[START1],O,True,True,True,True,True,True,O
Round,und,nd,False,NNP,True,Linen,nen,en,False,NNP,Lockers,ers,rs,False,NNP,Family,ily,ly,False,NNP,Cute,ute,te,False,NNP,O,True,True,True,True,True,True,B-SHAPE
Linen,nen,en,False,NNP,True,Lockers,ers,rs,False,NNP,Desk,esk,sk,False,NNP,Round,und,nd,False,NNP,Family,ily,ly,False,NNP,B-SHAPE,True,True,True,True,True,True,B-MATERIAL
Lockers,ers,rs,False,NNP,True,Desk,esk,sk,False,NNP,Cosmetics,ics,cs,False,NNP,Linen,nen,en,False,NNP,Round,und,nd,False,NNP,B-MATERIAL,True,True,True,True,True,True,B-TYPE
Desk,esk,sk,False,NNP,True,Cosmetics,ics,cs,False,NNP,[END1],[END1],[END1],False,[END1],Lockers,ers,rs,False,NNP,Linen,nen,en,False,NNP,B-TYPE,True,True,True,True,True,True,B-TYPE
Cosmetics,ics,cs,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Desk,esk,sk,False,NNP,Lockers,ers,rs,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Storage,age,ge,False,NNP,True,"Classifiers</ENAMEX>,","X>,",">,",False,NNP,Laundry,dry,ry,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,O
"Classifiers</ENAMEX>,","X>,",">,",False,NNP,True,Laundry,dry,ry,False,NNP,Baskets,ets,ts,False,NNP,Storage,age,ge,False,NNP,[START1],[START1],[START1],False,[START1],O,False,True,True,True,True,True,O
Laundry,dry,ry,False,NNP,True,Baskets,ets,ts,False,NNP,"Offices,","es,","s,",False,NNP,"Classifiers</ENAMEX>,","X>,",">,",False,NNP,Storage,age,ge,False,NNP,O,True,True,False,True,False,True,B-TYPE
Baskets,ets,ts,False,NNP,True,"Offices,","es,","s,",False,NNP,"Bedrooms,","ms,","s,",False,NNP,Laundry,dry,ry,False,NNP,"Classifiers</ENAMEX>,","X>,",">,",False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
"Offices,","es,","s,",False,NNP,True,"Bedrooms,","ms,","s,",False,NNP,"Closets,","ts,","s,",False,NNP,Baskets,ets,ts,False,NNP,Laundry,dry,ry,False,NNP,I-TYPE,True,True,True,True,True,True,O
"Bedrooms,","ms,","s,",False,NNP,True,"Closets,","ts,","s,",False,NNP,[END1],[END1],[END1],False,[END1],"Offices,","es,","s,",False,NNP,Baskets,ets,ts,False,NNP,O,True,True,True,True,True,True,O
"Closets,","ts,","s,",False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],"Bedrooms,","ms,","s,",False,NNP,"Offices,","es,","s,",False,NNP,O,True,True,True,True,True,True,O
Inglot,lot,ot,False,NNP,True,Halal,lal,al,False,NNP,O2M,O2M,2M,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Halal,lal,al,False,NNP,True,O2M,O2M,2M,False,NNP,646,646,46,True,CD,Inglot,lot,ot,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,O
O2M,O2M,2M,False,NNP,True,646,646,46,True,CD,[END1],[END1],[END1],False,[END1],Halal,lal,al,False,NNP,Inglot,lot,ot,False,NNP,O,False,True,True,True,True,True,B-NAME
646,646,46,True,CD,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],O2M,O2M,2M,False,NNP,Halal,lal,al,False,NNP,B-NAME,True,False,False,True,False,True,O
ACE,ACE,CE,False,NNP,True,Max,Max,ax,False,NNP,ekstrak,rak,ak,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
Max,Max,ax,False,NNP,True,ekstrak,rak,ak,False,NNP,DAUN,AUN,UN,False,NNP,ACE,ACE,CE,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,False,True,False,True,I-BRAND
ekstrak,rak,ak,False,NNP,True,DAUN,AUN,UN,False,NNP,SIRSAK,SAK,AK,False,NNP,Max,Max,ax,False,NNP,ACE,ACE,CE,False,NNP,I-BRAND,False,False,True,True,True,True,B-NAME
DAUN,AUN,UN,False,NNP,True,SIRSAK,SAK,AK,False,NNP,DAN,DAN,AN,False,NNP,ekstrak,rak,ak,False,NNP,Max,Max,ax,False,NNP,B-NAME,False,True,False,False,False,False,I-NAME
SIRSAK,SAK,AK,False,NNP,True,DAN,DAN,AN,False,NNP,EKSTRAK,RAK,AK,False,NNP,DAUN,AUN,UN,False,NNP,ekstrak,rak,ak,False,NNP,I-NAME,False,True,False,True,False,True,I-NAME
DAN,DAN,AN,False,NNP,True,EKSTRAK,RAK,AK,False,NNP,KULIT,LIT,IT,False,NNP,SIRSAK,SAK,AK,False,NNP,DAUN,AUN,UN,False,NNP,I-NAME,False,True,False,True,False,True,I-NAME
EKSTRAK,RAK,AK,False,NNP,True,KULIT,LIT,IT,False,NNP,MANGGIS,GIS,IS,False,NNP,DAN,DAN,AN,False,NNP,SIRSAK,SAK,AK,False,NNP,I-NAME,False,True,False,True,False,True,I-NAME
KULIT,LIT,IT,False,NNP,True,MANGGIS,GIS,IS,False,NNP,[END1],[END1],[END1],False,[END1],EKSTRAK,RAK,AK,False,NNP,DAN,DAN,AN,False,NNP,I-NAME,False,True,False,True,False,True,I-NAME
MANGGIS,GIS,IS,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],KULIT,LIT,IT,False,NNP,EKSTRAK,RAK,AK,False,NNP,I-NAME,False,True,False,True,False,True,I-NAME
Mini,ini,ni,False,NNP,True,LED,LED,ED,False,NNP,Projector,tor,or,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
LED,LED,ED,False,NNP,True,Projector,tor,or,False,NNP,TV180,180,80,False,NNP,Mini,ini,ni,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,False,True,True,True,True,True,I-TYPE
Projector,tor,or,False,NNP,True,TV180,180,80,False,NNP,Pas,Pas,as,False,NNP,LED,LED,ED,False,NNP,Mini,ini,ni,False,NNP,I-TYPE,True,True,False,True,False,True,I-TYPE
TV180,180,80,False,NNP,True,Pas,Pas,as,False,NNP,untuk,tuk,uk,False,SC,Projector,tor,or,False,NNP,LED,LED,ED,False,NNP,I-TYPE,False,True,True,True,True,True,B-NAME
Pas,Pas,as,False,NNP,True,untuk,tuk,uk,False,SC,Presentasi,asi,si,False,NN,TV180,180,80,False,NNP,Projector,tor,or,False,NNP,B-NAME,True,True,False,True,False,True,O
untuk,tuk,uk,False,SC,True,Presentasi,asi,si,False,NN,dan,dan,an,False,CC,Pas,Pas,as,False,NNP,TV180,180,80,False,NNP,O,False,False,True,True,True,True,O
Presentasi,asi,si,False,NN,True,dan,dan,an,False,CC,Nonton,ton,on,False,NNP,untuk,tuk,uk,False,SC,Pas,Pas,as,False,NNP,O,True,True,False,False,False,False,O
dan,dan,an,False,CC,True,Nonton,ton,on,False,NNP,Film,ilm,lm,False,NNP,Presentasi,asi,si,False,NN,untuk,tuk,uk,False,SC,O,False,False,True,True,True,True,O
Nonton,ton,on,False,NNP,True,Film,ilm,lm,False,NNP,!!,!!,!!,False,Z,dan,dan,an,False,CC,Presentasi,asi,si,False,NN,O,True,True,False,False,False,False,O
Film,ilm,lm,False,NNP,True,!!,!!,!!,False,Z,[END1],[END1],[END1],False,[END1],Nonton,ton,on,False,NNP,dan,dan,an,False,CC,O,True,True,True,True,True,True,O
!!,!!,!!,False,Z,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Film,ilm,lm,False,NNP,Nonton,ton,on,False,NNP,O,True,False,True,True,True,True,O
HELLO,LLO,LO,False,NNP,True,KITTY,TTY,TY,False,NNP,8GB,8GB,GB,False,CD,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-THEME
KITTY,TTY,TY,False,NNP,True,8GB,8GB,GB,False,CD,USB,USB,SB,False,NNP,HELLO,LLO,LO,False,NNP,[START1],[START1],[START1],False,[START1],B-THEME,False,True,False,True,False,True,I-THEME
8GB,8GB,GB,False,CD,True,USB,USB,SB,False,NNP,FLASH,ASH,SH,False,NNP,KITTY,TTY,TY,False,NNP,HELLO,LLO,LO,False,NNP,I-THEME,False,False,False,True,False,True,B-CAPACITY
USB,USB,SB,False,NNP,True,FLASH,ASH,SH,False,NNP,DISK,ISK,SK,False,NNP,8GB,8GB,GB,False,CD,KITTY,TTY,TY,False,NNP,B-CAPACITY,False,True,False,False,False,False,B-TYPE
FLASH,ASH,SH,False,NNP,True,DISK,ISK,SK,False,NNP,2.0,2.0,.0,False,CD,USB,USB,SB,False,NNP,8GB,8GB,GB,False,CD,B-TYPE,False,True,False,True,False,True,I-TYPE
DISK,ISK,SK,False,NNP,True,2.0,2.0,.0,False,CD,[END1],[END1],[END1],False,[END1],FLASH,ASH,SH,False,NNP,USB,USB,SB,False,NNP,I-TYPE,False,True,False,True,False,True,I-TYPE
2.0,2.0,.0,False,CD,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],DISK,ISK,SK,False,NNP,FLASH,ASH,SH,False,NNP,I-TYPE,True,False,False,True,False,True,I-TYPE
ONEWAY,WAY,AY,False,NNP,True,SarungStir,tir,ir,False,NNP,-,-,-,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
SarungStir,tir,ir,False,NNP,True,-,-,-,False,NNP,TIPE,IPE,PE,False,NNP,ONEWAY,WAY,AY,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,False,True,False,True,False,True,B-TYPE
-,-,-,False,NNP,True,TIPE,IPE,PE,False,NNP,ECLIPSE,PSE,SE,False,NNP,SarungStir,tir,ir,False,NNP,ONEWAY,WAY,AY,False,NNP,B-TYPE,True,False,False,True,False,True,I-TYPE
TIPE,IPE,PE,False,NNP,True,ECLIPSE,PSE,SE,False,NNP,Simple,ple,le,False,NNP,-,-,-,False,NNP,SarungStir,tir,ir,False,NNP,I-TYPE,False,True,True,False,True,False,I-TYPE
ECLIPSE,PSE,SE,False,NNP,True,Simple,ple,le,False,NNP,Elegan,gan,an,False,NNP,TIPE,IPE,PE,False,NNP,-,-,-,False,NNP,I-TYPE,False,True,False,True,False,True,I-TYPE
Simple,ple,le,False,NNP,True,Elegan,gan,an,False,NNP,[END1],[END1],[END1],False,[END1],ECLIPSE,PSE,SE,False,NNP,TIPE,IPE,PE,False,NNP,I-TYPE,True,True,False,True,False,True,O
Elegan,gan,an,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Simple,ple,le,False,NNP,ECLIPSE,PSE,SE,False,NNP,O,True,True,True,True,True,True,O
Memo,emo,mo,False,NNP,True,Pad,Pad,ad,False,NNP,Berbentuk,tuk,uk,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Pad,Pad,ad,False,NNP,True,Berbentuk,tuk,uk,False,NNP,iPhone,one,ne,False,NNP,Memo,emo,mo,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,I-TYPE
Berbentuk,tuk,uk,False,NNP,True,iPhone,one,ne,False,NNP,[END1],[END1],[END1],False,[END1],Pad,Pad,ad,False,NNP,Memo,emo,mo,False,NNP,I-TYPE,True,True,True,True,True,True,O
iPhone,one,ne,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Berbentuk,tuk,uk,False,NNP,Pad,Pad,ad,False,NNP,O,False,False,True,True,True,True,B-SHAPE
E-Blue,lue,ue,False,NNP,True,Cobra,bra,ra,False,NNP,Gaming,ing,ng,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
Cobra,bra,ra,False,NNP,True,Gaming,ing,ng,False,NNP,Headset,set,et,False,NNP,E-Blue,lue,ue,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,False,True,False,True,B-NAME
Gaming,ing,ng,False,NNP,True,Headset,set,et,False,NNP,Type,ype,pe,False,NNP,Cobra,bra,ra,False,NNP,E-Blue,lue,ue,False,NNP,B-NAME,True,True,True,True,True,True,B-TYPE
Headset,set,et,False,NNP,True,Type,ype,pe,False,NNP,H,H,H,False,NNP,Gaming,ing,ng,False,NNP,Cobra,bra,ra,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Type,ype,pe,False,NNP,True,H,H,H,False,NNP,[END1],[END1],[END1],False,[END1],Headset,set,et,False,NNP,Gaming,ing,ng,False,NNP,I-TYPE,True,True,True,True,True,True,B-NAME
H,H,H,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Type,ype,pe,False,NNP,Headset,set,et,False,NNP,B-NAME,True,True,True,True,True,True,I-NAME
Eiffel,fel,el,False,NNP,True,Sky,Sky,ky,False,NNP,Tall,all,ll,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-THEME
Sky,Sky,ky,False,NNP,True,Tall,all,ll,False,NNP,Notes,tes,es,False,NNP,Eiffel,fel,el,False,NNP,[START1],[START1],[START1],False,[START1],B-THEME,True,True,True,True,True,True,I-THEME
Tall,all,ll,False,NNP,True,Notes,tes,es,False,NNP,[END1],[END1],[END1],False,[END1],Sky,Sky,ky,False,NNP,Eiffel,fel,el,False,NNP,I-THEME,True,True,True,True,True,True,I-THEME
Notes,tes,es,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Tall,all,ll,False,NNP,Sky,Sky,ky,False,NNP,I-THEME,True,True,True,True,True,True,B-TYPE
Travelling,ing,ng,False,NNP,True,Magic,gic,ic,False,NNP,Towel,wel,el,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-NAME
Magic,gic,ic,False,NNP,True,Towel,wel,el,False,NNP,[END1],[END1],[END1],False,[END1],Travelling,ing,ng,False,NNP,[START1],[START1],[START1],False,[START1],B-NAME,True,True,True,True,True,True,I-NAME
Towel,wel,el,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Magic,gic,ic,False,NNP,Travelling,ing,ng,False,NNP,I-NAME,True,True,True,True,True,True,I-NAME
Worldwide,ide,de,False,NNP,True,Shipping,ing,ng,False,NNP,Nike,ike,ke,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,O
Shipping,ing,ng,False,NNP,True,Nike,ike,ke,False,NNP,Air,Air,ir,False,NNP,Worldwide,ide,de,False,NNP,[START1],[START1],[START1],False,[START1],O,True,True,True,True,True,True,O
