bias,word.lower(),word.isupper(),word.istitle(),word.isdigit(),hasNumber,word[-3:],word[:3],stopword,postag,BOS,-1:word.lower(),-1:word.istitle(),-1:word.isupper(),-1:word.isdigit(),-1:hasNumber,-1:stopword,-1:postag,+1:word.lower(),+1:word.istitle(),+1:word.isupper(),+1:word.isdigit(),+1:hasNumber,+1:stopword,+1:postag,EOS,label
1.0,"""",False,False,False,False,"""","""",False,Z,itik,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,blackwood,False,True,False,False,ood,Bla,False,NNP,True,None,None,None,None,None,None,None,puppy,True,False,False,False,False,NNP,False,B-BRAND
1.0,puppy,False,True,False,False,ppy,Pup,False,NNP,blackwood,True,False,False,False,False,NNP,False,to,True,False,False,False,False,NNP,False,B-NAME
1.0,to,False,True,False,False,To,To,False,NNP,puppy,True,False,False,False,False,NNP,False,adult,True,False,False,False,False,NNP,False,I-NAME
1.0,adult,False,True,False,False,ult,Adu,False,NNP,to,True,False,False,False,False,NNP,False,special,True,False,False,False,False,NNP,False,I-NAME
1.0,special,False,True,False,False,ial,Spe,False,NNP,adult,True,False,False,False,False,NNP,False,diet,True,False,False,False,False,NNP,False,I-NAME
1.0,diet,False,True,False,False,iet,Die,False,NNP,special,True,False,False,False,False,NNP,False,salmon,True,False,False,False,False,NNP,False,I-NAME
1.0,salmon,False,True,False,False,mon,Sal,False,NNP,diet,True,False,False,False,False,NNP,False,meal,True,False,False,False,False,NNP,False,I-NAME
1.0,meal,False,True,False,False,eal,Mea,False,NNP,salmon,True,False,False,False,False,NNP,False,13.6,False,False,False,True,False,CD,False,I-NAME
1.0,13.6,False,False,False,True,3.6,13.,False,CD,meal,True,False,False,False,False,NNP,False,kg,False,False,False,False,False,NND,False,B-MASS
1.0,kg,False,False,False,False,kg,kg,False,NND,13.6,False,False,False,True,False,CD,False,",",False,False,False,False,False,Z,False,I-MASS
1.0,",",False,False,False,False,",",",",False,Z,kg,False,False,False,False,False,NND,False,adalah,False,False,False,False,True,VB,False,O
1.0,adalah,False,False,False,False,lah,ada,True,VB,",",False,False,False,False,False,Z,False,makanan,False,False,False,False,False,NN,False,O
1.0,makanan,False,False,False,False,nan,mak,False,NN,adalah,False,False,False,False,True,VB,False,anjing,False,False,False,False,False,FW,False,B-TYPE
1.0,anjing,False,False,False,False,ing,anj,False,FW,makanan,False,False,False,False,False,NN,False,True,None,None,None,None,None,None,None,I-TYPE
1.0,philips,False,True,False,False,ips,Phi,False,NNP,True,None,None,None,None,None,None,None,car,True,False,False,False,False,NNP,False,B-BRAND
1.0,car,False,True,False,False,Car,Car,False,NNP,philips,True,False,False,False,False,NNP,False,mount,True,False,False,False,False,NNP,False,B-TYPE
1.0,mount,False,True,False,False,unt,Mou,False,NNP,car,True,False,False,False,False,NNP,False,hp,False,True,False,False,False,NNP,False,I-TYPE
1.0,hp,True,False,False,False,HP,HP,False,NNP,mount,True,False,False,False,False,NNP,False,phone,True,False,False,False,False,NNP,False,I-TYPE
1.0,phone,False,True,False,False,one,Pho,False,NNP,hp,False,True,False,False,False,NNP,False,charger,True,False,False,False,False,NNP,False,B-TYPE
1.0,charger,False,True,False,False,ger,Cha,False,NNP,phone,True,False,False,False,False,NNP,False,holder,True,False,False,False,False,NNP,False,I-TYPE
1.0,holder,False,True,False,False,der,Hol,False,NNP,charger,True,False,False,False,False,NNP,False,universal,True,False,False,False,False,NNP,False,I-TYPE
1.0,universal,False,True,False,False,sal,Uni,False,NNP,holder,True,False,False,False,False,NNP,False,di,False,False,False,False,True,IN,False,I-TYPE
1.0,di,False,False,False,False,di,di,True,IN,universal,True,False,False,False,False,NNP,False,mobil,False,False,False,False,False,NN,False,I-TYPE
1.0,mobil,False,False,False,False,bil,mob,False,NN,di,False,False,False,False,True,IN,False,dlk13011b,False,True,False,True,False,NNP,False,I-TYPE
1.0,dlk13011b,True,False,False,True,11B,DLK,False,NNP,mobil,False,False,False,False,False,NN,False,vxz,False,True,False,False,False,NNP,False,B-NAME
1.0,vxz,True,False,False,False,VXZ,VXZ,False,NNP,dlk13011b,False,True,False,True,False,NNP,False,True,None,None,None,None,None,None,None,I-NAME
1.0,humidifier,False,True,False,False,ier,Hum,False,NNP,True,None,None,None,None,None,None,None,mesin,True,False,False,False,False,NNP,False,B-TYPE
1.0,mesin,False,True,False,False,sin,Mes,False,NNP,humidifier,True,False,False,False,False,NNP,False,kabut,True,False,False,False,False,NNP,False,B-TYPE
1.0,kabut,False,True,False,False,but,Kab,False,NNP,mesin,True,False,False,False,False,NNP,False,rumah,True,False,False,False,False,NNP,False,I-TYPE
1.0,rumah,False,True,False,False,mah,Rum,False,NNP,kabut,True,False,False,False,False,NNP,False,walet,True,False,False,False,False,NNP,False,I-TYPE
1.0,walet,False,True,False,False,let,Wal,False,NNP,rumah,True,False,False,False,False,NNP,False,kyodo,True,False,False,False,False,NNP,False,I-TYPE
1.0,kyodo,False,True,False,False,odo,Kyo,False,NNP,walet,True,False,False,False,False,NNP,False,ky3900,False,True,False,True,False,NNP,False,B-BRAND
1.0,ky3900,True,False,False,True,900,KY3,False,NNP,kyodo,True,False,False,False,False,NNP,False,high,True,False,False,False,False,NNP,False,B-NAME
1.0,high,False,True,False,False,igh,Hig,False,NNP,ky3900,False,True,False,True,False,NNP,False,quality,True,False,False,False,False,NNP,False,O
1.0,quality,False,True,False,False,ity,Qua,False,NNP,high,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,marvel,True,False,False,False,VEL,MAR,False,NNP,True,None,None,None,None,None,None,None,premium,True,False,False,False,False,NNP,False,B-BRAND
1.0,premium,False,True,False,False,ium,Pre,False,NNP,marvel,False,True,False,False,False,NNP,False,power,True,False,False,False,False,NNP,False,O
1.0,power,False,True,False,False,wer,Pow,False,NNP,premium,True,False,False,False,False,NNP,False,bank,True,False,False,False,False,NNP,False,B-TYPE
1.0,bank,False,True,False,False,ank,Ban,False,NNP,power,True,False,False,False,False,NNP,False,perisai,True,False,False,False,False,NNP,False,I-TYPE
1.0,perisai,False,True,False,False,sai,Per,False,NNP,bank,True,False,False,False,False,NNP,False,captain,True,False,False,False,False,NNP,False,O
1.0,captain,False,True,False,False,ain,Cap,False,NNP,perisai,True,False,False,False,False,NNP,False,america,True,False,False,False,False,NNP,False,O
1.0,america,False,True,False,False,ica,Ame,False,NNP,captain,True,False,False,False,False,NNP,False,2,False,False,True,True,False,CD,False,O
1.0,2,False,False,True,True,2,2,False,CD,america,True,False,False,False,False,NNP,False,port,True,False,False,False,False,NNP,False,O
1.0,port,False,True,False,False,ort,Por,False,NNP,2,False,False,True,True,False,CD,False,6800mah,False,False,False,True,False,CD,False,O
1.0,6800mah,False,False,False,True,mAh,680,False,CD,port,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,jaket,False,False,False,False,ket,jak,False,FW,True,None,None,None,None,None,None,None,hoodie,False,False,False,False,False,FW,False,B-TYPE
1.0,hoodie,False,False,False,False,die,hoo,False,FW,jaket,False,False,False,False,False,FW,False,sweater,False,False,False,False,False,FW,False,B-TYPE
1.0,sweater,False,False,False,False,ter,swe,False,FW,hoodie,False,False,False,False,False,FW,False,jumper,False,False,False,False,False,FW,False,B-TYPE
1.0,jumper,False,False,False,False,per,jum,False,FW,sweater,False,False,False,False,False,FW,False,merah,False,False,False,False,False,JJ,False,B-TYPE
1.0,merah,False,False,False,False,rah,mer,False,JJ,jumper,False,False,False,False,False,FW,False,True,None,None,None,None,None,None,None,B-COLOR
1.0,hearing,False,True,False,False,ing,Hea,False,NNP,True,None,None,None,None,None,None,None,aid,True,False,False,False,False,NNP,False,B-TYPE
1.0,aid,False,True,False,False,Aid,Aid,False,NNP,hearing,True,False,False,False,False,NNP,False,axon,True,False,False,False,False,NNP,False,I-TYPE
1.0,axon,False,True,False,False,xon,Axo,False,NNP,aid,True,False,False,False,False,NNP,False,f-998,True,True,False,True,False,NNP,False,B-BRAND
1.0,f-998,True,True,False,True,998,F-9,False,NNP,axon,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-NAME
1.0,alat,False,True,False,False,lat,Ala,False,NNP,True,None,None,None,None,None,None,None,pengukur,True,False,False,False,False,NNP,False,O
1.0,pengukur,False,True,False,False,kur,Pen,False,NNP,alat,True,False,False,False,False,NNP,False,komponen,True,False,False,False,False,NNP,False,B-TYPE
1.0,komponen,False,True,False,False,nen,Kom,False,NNP,pengukur,True,False,False,False,False,NNP,False,digital,True,False,False,False,False,NNP,False,I-TYPE
1.0,digital,False,True,False,False,tal,Dig,False,NNP,komponen,True,False,False,False,False,NNP,False,.,False,False,False,False,False,Z,False,I-TYPE
1.0,.,False,False,False,False,.,.,False,Z,digital,True,False,False,False,False,NNP,False,diode,True,False,False,False,False,NNP,False,O
1.0,diode,False,True,False,False,ode,Dio,False,NNP,.,False,False,False,False,False,Z,False,chek,True,False,False,False,False,NNP,False,B-TYPE
1.0,chek,False,True,False,False,hek,Che,False,NNP,diode,True,False,False,False,False,NNP,False,.,False,False,False,False,False,Z,False,I-TYPE
1.0,.,False,False,False,False,.,.,False,Z,chek,True,False,False,False,False,NNP,False,mastech,True,False,False,False,False,NNP,False,O
1.0,mastech,False,True,False,False,ech,Mas,False,NNP,.,False,False,False,False,False,Z,False,ms-8910,False,True,False,True,False,NNP,False,B-BRAND
1.0,ms-8910,True,False,False,True,910,MS-,False,NNP,mastech,True,False,False,False,False,NNP,False,smd,False,True,False,False,False,NNP,False,B-NAME
1.0,smd,True,False,False,False,SMD,SMD,False,NNP,ms-8910,False,True,False,True,False,NNP,False,tester,True,False,False,False,False,NNP,False,O
1.0,tester,False,True,False,False,ter,Tes,False,NNP,smd,False,True,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,tas,False,True,False,False,Tas,Tas,False,NN,True,None,None,None,None,None,None,None,bayi,False,False,False,False,False,NN,False,B-TYPE
1.0,bayi,False,False,False,False,ayi,bay,False,NN,tas,True,False,False,False,False,NN,False,import,False,False,False,False,False,NNP,False,B-AGE
1.0,import,False,False,False,False,ort,imp,False,NNP,bayi,False,False,False,False,False,NN,False,diapers,True,False,False,False,False,NNP,False,O
1.0,diapers,False,True,False,False,ers,Dia,False,NNP,import,False,False,False,False,False,NNP,False,travel,True,False,False,False,False,NNP,False,B-TYPE
1.0,travel,False,True,False,False,vel,Tra,False,NNP,diapers,True,False,False,False,False,NNP,False,bag,False,False,False,False,False,NNP,False,B-TYPE
1.0,bag,False,False,False,False,bag,bag,False,NNP,travel,True,False,False,False,False,NNP,False,db_10026,False,True,False,True,False,NNP,False,I-TYPE
1.0,db_10026,True,False,False,True,026,DB_,False,NNP,bag,False,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-NAME
1.0,bendera,False,True,False,False,era,Ben,False,NNP,True,None,None,None,None,None,None,None,karya,True,False,False,False,False,NNP,False,B-BRAND
1.0,karya,False,True,False,False,rya,Kar,False,NNP,bendera,True,False,False,False,False,NNP,False,4,False,False,True,True,False,CD,False,B-NAME
1.0,4,False,False,True,True,4,4,False,CD,karya,True,False,False,False,False,NNP,False,6,False,False,True,True,False,CD,False,I-NAME
1.0,6,False,False,True,True,6,6,False,CD,4,False,False,True,True,False,CD,False,madu,True,False,False,False,False,NNP,False,I-NAME
1.0,madu,False,True,False,False,adu,Mad,False,NNP,6,False,False,True,True,False,CD,False,400,False,False,True,True,False,NNP,False,B-MATERIAL
1.0,400,False,False,True,True,400,400,False,NNP,madu,True,False,False,False,False,NNP,False,gram,True,False,False,False,False,NNP,False,B-MASS
1.0,gram,False,True,False,False,ram,Gra,False,NNP,400,False,False,True,True,False,NNP,False,True,None,None,None,None,None,None,None,I-MASS
1.0,zeca,False,True,False,False,eca,Zec,False,NNP,True,None,None,None,None,None,None,None,watches,True,False,False,False,False,NNP,False,B-BRAND
1.0,watches,False,True,False,False,hes,Wat,False,NNP,zeca,True,False,False,False,False,NNP,False,128l.lbr.p.s1,False,True,False,True,False,CD,False,B-TYPE
1.0,128l.lbr.p.s1,True,False,False,True,.S1,128,False,CD,watches,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,pigeon,False,True,False,False,eon,Pig,False,NNP,True,None,None,None,None,None,None,None,nose,True,False,False,False,False,NNP,False,B-BRAND
1.0,nose,False,True,False,False,ose,Nos,False,NNP,pigeon,True,False,False,False,False,NNP,False,cleaner,True,False,False,False,False,NNP,False,B-TYPE
1.0,cleaner,False,True,False,False,ner,Cle,False,NNP,nose,True,False,False,False,False,NNP,False,tube,True,False,False,False,False,NNP,False,I-TYPE
1.0,tube,False,True,False,False,ube,Tub,False,NNP,cleaner,True,False,False,False,False,NNP,False,type,True,False,False,False,False,NNP,False,O
1.0,type,False,True,False,False,ype,Typ,False,NNP,tube,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,skrub,True,False,False,False,RUB,SKR,False,NNP,True,None,None,None,None,None,None,None,serokan,False,True,False,False,False,NNP,False,B-NAME
1.0,serokan,True,False,False,False,KAN,SER,False,NNP,skrub,False,True,False,False,False,NNP,False,pasir,False,True,False,False,False,NNP,False,B-TYPE
1.0,pasir,True,False,False,False,SIR,PAS,False,NNP,serokan,False,True,False,False,False,NNP,False,kucing,False,True,False,False,False,NNP,False,I-TYPE
1.0,kucing,True,False,False,False,ING,KUC,False,NNP,pasir,False,True,False,False,False,NNP,False,True,None,None,None,None,None,None,None,I-TYPE
1.0,layer,False,False,False,False,yer,lay,False,FW,True,None,None,None,None,None,None,None,cake,False,False,False,False,False,FW,False,B-TYPE
1.0,cake,False,False,False,False,ake,cak,False,FW,layer,False,False,False,False,False,FW,False,cup,False,False,False,False,False,FW,False,I-TYPE
1.0,cup,False,False,False,False,cup,cup,False,FW,cake,False,False,False,False,False,FW,False,True,None,None,None,None,None,None,None,B-TYPE
1.0,lukisan,False,True,False,False,san,Luk,False,NN,True,None,None,None,None,None,None,None,minimalis,True,False,False,False,False,NNP,False,B-TYPE
1.0,minimalis,False,True,False,False,lis,Min,False,NNP,lukisan,True,False,False,False,False,NN,False,kode:,True,False,False,False,False,NNP,False,I-TYPE
1.0,kode:,False,True,False,False,de:,Kod,False,NNP,minimalis,True,False,False,False,False,NNP,False,picasso,True,False,False,False,False,NNP,False,O
1.0,picasso,False,True,False,False,sso,Pic,False,NNP,kode:,True,False,False,False,False,NNP,False,3,False,False,True,True,False,NNP,False,O
1.0,3,False,False,True,True,3,3,False,NNP,picasso,True,False,False,False,False,NNP,False,lukisanku,True,False,False,False,False,NNP,False,O
1.0,lukisanku,False,True,False,False,nku,Luk,False,NNP,3,False,False,True,True,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,skii,True,False,False,False,KII,SKI,False,NNP,True,None,None,None,None,None,None,None,stempower,True,False,False,False,False,NNP,False,B-BRAND
1.0,stempower,False,True,False,False,wer,Ste,False,NNP,skii,False,True,False,False,False,NNP,False,eye,True,False,False,False,False,NNP,False,B-NAME
1.0,eye,False,True,False,False,Eye,Eye,False,NNP,stempower,True,False,False,False,False,NNP,False,cream,True,False,False,False,False,NNP,False,I-NAME
1.0,cream,False,True,False,False,eam,Cre,False,NNP,eye,True,False,False,False,False,NNP,False,15gr,False,False,False,True,False,CD,False,I-NAME
1.0,15gr,False,False,False,True,5gr,15g,False,CD,cream,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-MASS
1.0,wedges,False,True,False,False,ges,Wed,False,FW,True,None,None,None,None,None,None,None,shoes,False,False,False,False,False,FW,False,B-TYPE
1.0,shoes,False,False,False,False,oes,sho,False,FW,wedges,True,False,False,False,False,FW,False,nolly,False,False,False,False,False,FW,False,I-TYPE
1.0,nolly,False,False,False,False,lly,nol,False,FW,shoes,False,False,False,False,False,FW,False,True,None,None,None,None,None,None,None,B-BRAND
1.0,mamypoko,False,False,False,False,oko,Mam,False,NNP,True,None,None,None,None,None,None,None,pants,True,False,False,False,False,NNP,False,B-BRAND
1.0,pants,False,True,False,False,nts,Pan,False,NNP,mamypoko,False,False,False,False,False,NNP,False,extradry,False,False,False,False,False,NNP,False,I-BRAND
1.0,extradry,False,False,False,False,Dry,Ext,False,NNP,pants,True,False,False,False,False,NNP,False,popok,True,False,False,False,False,NNP,False,B-NAME
1.0,popok,False,True,False,False,pok,Pop,False,NNP,extradry,False,False,False,False,False,NNP,False,bayi,True,False,False,False,False,NNP,False,B-TYPE
1.0,bayi,False,True,False,False,ayi,Bay,False,NNP,popok,True,False,False,False,False,NNP,False,dan,False,False,False,False,True,CC,False,B-AGE
1.0,dan,False,False,False,False,dan,dan,True,CC,bayi,True,False,False,False,False,NNP,False,anak,True,False,False,False,False,NNP,False,I-AGE
1.0,anak,False,True,False,False,nak,Ana,False,NNP,dan,False,False,False,False,True,CC,False,unisex,True,False,False,False,False,NNP,False,I-AGE
1.0,unisex,False,True,False,False,sex,Uni,False,NNP,anak,True,False,False,False,False,NNP,False,diapers,True,False,False,False,False,NNP,False,B-TYPE
1.0,diapers,False,True,False,False,ers,Dia,False,NNP,unisex,True,False,False,False,False,NNP,False,tipe,True,False,False,False,False,NNP,False,I-TYPE
1.0,tipe,False,True,False,False,ipe,Tip,False,NNP,diapers,True,False,False,False,False,NNP,False,celana,True,False,False,False,False,NNP,False,O
1.0,celana,False,True,False,False,ana,Cel,False,NNP,tipe,True,False,False,False,False,NNP,False,size,True,False,False,False,False,NNP,False,O
1.0,size,False,True,False,False,ize,Siz,False,NNP,celana,True,False,False,False,False,NNP,False,m,True,True,False,False,False,NNP,False,B-SIZE
1.0,m,True,True,False,False,M,M,False,NNP,size,True,False,False,False,False,NNP,False,32,False,False,True,True,False,NNP,False,I-SIZE
1.0,32,False,False,True,True,32,32,False,NNP,m,True,True,False,False,False,NNP,False,pcs,True,False,False,False,False,NNP,False,O
1.0,pcs,False,True,False,False,Pcs,Pcs,False,NNP,32,False,False,True,True,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,jual,False,True,False,False,ual,Jua,False,NNP,True,None,None,None,None,None,None,None,skateboard,True,False,False,False,False,NNP,False,O
1.0,skateboard,False,True,False,False,ard,Ska,False,NNP,jual,True,False,False,False,False,NNP,False,ukuran,True,False,False,False,False,NNP,False,B-TYPE
1.0,ukuran,False,True,False,False,ran,Uku,False,NNP,skateboard,True,False,False,False,False,NNP,False,besar,True,False,False,False,False,NNP,False,O
1.0,besar,False,True,False,False,sar,Bes,False,NNP,ukuran,True,False,False,False,False,NNP,False,l,True,True,False,False,False,NNP,False,B-SIZE
1.0,l,True,True,False,False,L,L,False,NNP,besar,True,False,False,False,False,NNP,False,promo,True,False,False,False,False,NNP,False,B-SIZE
1.0,promo,False,True,False,False,omo,Pro,False,NNP,l,True,True,False,False,False,NNP,False,20170821,False,False,True,True,False,CD,False,O
1.0,20170821,False,False,True,True,821,201,False,CD,promo,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,music,False,False,False,False,sic,mus,False,FW,True,None,None,None,None,None,None,None,box,False,False,False,False,False,FW,False,B-TYPE
1.0,box,False,False,False,False,box,box,False,FW,music,False,False,False,False,False,FW,False,carousel,False,False,False,False,False,FW,False,I-TYPE
1.0,carousel,False,False,False,False,sel,car,False,FW,box,False,False,False,False,False,FW,False,True,None,None,None,None,None,None,None,B-THEME
1.0,body,False,False,False,False,ody,bod,False,FW,True,None,None,None,None,None,None,None,slim,False,False,False,False,False,NN,False,B-BRAND
1.0,slim,False,False,False,False,lim,sli,False,NN,body,False,False,False,False,False,FW,False,herbal,False,False,False,False,False,JJ,False,I-BRAND
1.0,herbal,False,False,False,False,bal,her,False,JJ,slim,False,False,False,False,False,NN,False,bsh,False,True,False,False,False,NNP,False,I-BRAND
1.0,bsh,True,False,False,False,BSH,BSH,False,NNP,herbal,False,False,False,False,False,JJ,False,capsul,False,False,False,False,False,NNP,False,B-BRAND
1.0,capsul,False,False,False,False,sul,cap,False,NNP,bsh,False,True,False,False,False,NNP,False,original,True,False,False,False,False,NNP,False,O
1.0,original,False,True,False,False,nal,Ori,False,NNP,capsul,False,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,842506-012/013/015,False,False,False,True,015,842,False,CD,True,None,None,None,None,None,None,None,anting,True,False,False,False,False,FW,False,O
1.0,anting,False,True,False,False,ing,Ant,False,FW,842506-012/013/015,False,False,False,True,False,CD,False,silver,True,False,False,False,False,FW,False,B-TYPE
1.0,silver,False,True,False,False,ver,Sil,False,FW,anting,True,False,False,False,False,FW,False,dengan,False,False,False,False,True,IN,False,B-MATERIAL
1.0,dengan,False,False,False,False,gan,den,True,IN,silver,True,False,False,False,False,FW,False,swarovski,False,True,False,False,False,NNP,False,O
1.0,swarovski,True,False,False,False,SKI,SWA,False,NNP,dengan,False,False,False,False,True,IN,False,elements,True,False,False,False,False,NNP,False,B-NAME
1.0,elements,False,True,False,False,nts,Ele,False,NNP,swarovski,False,True,False,False,False,NNP,False,4mm,False,False,False,True,False,CD,False,I-NAME
1.0,4mm,False,False,False,True,4mm,4mm,False,CD,elements,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-DIMENSION
1.0,perlak,False,True,False,False,lak,Per,False,NNP,True,None,None,None,None,None,None,None,kotak,True,False,False,False,False,NNP,False,B-TYPE
1.0,kotak,False,True,False,False,tak,Kot,False,NNP,perlak,True,False,False,False,False,NNP,False,jumbo,True,False,False,False,False,NNP,False,B-SHAPE
1.0,jumbo,False,True,False,False,mbo,Jum,False,NNP,kotak,True,False,False,False,False,NNP,False,100x140,False,False,False,True,False,CD,False,B-SIZE
1.0,100x140,False,False,False,True,140,100,False,CD,jumbo,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-DIMENSION
1.0,marvel,False,True,False,False,vel,Mar,False,NNP,True,None,None,None,None,None,None,None,pianika,True,False,False,False,False,NNP,False,B-BRAND
1.0,pianika,False,True,False,False,ika,Pia,False,NNP,marvel,True,False,False,False,False,NNP,False,koper,True,False,False,False,False,NNP,False,B-TYPE
1.0,koper,False,True,False,False,per,Kop,False,NNP,pianika,True,False,False,False,False,NNP,False,32,False,False,True,True,False,NNP,False,I-TYPE
1.0,32,False,False,True,True,32,32,False,NNP,koper,True,False,False,False,False,NNP,False,tuts,True,False,False,False,False,NNP,False,I-TYPE
1.0,tuts,False,True,False,False,uts,Tut,False,NNP,32,False,False,True,True,False,NNP,False,warna,True,False,False,False,False,NNP,False,I-TYPE
1.0,warna,False,True,False,False,rna,War,False,NNP,tuts,True,False,False,False,False,NNP,False,biru,True,False,False,False,False,NNP,False,O
1.0,biru,False,True,False,False,iru,Bir,False,NNP,warna,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-COLOR
1.0,jbl,False,True,False,False,Jbl,Jbl,False,NNP,True,None,None,None,None,None,None,None,gt5-1204,True,False,False,True,False,NNP,False,B-BRAND
1.0,gt5-1204,False,True,False,True,204,Gt5,False,NNP,jbl,True,False,False,False,False,NNP,False,br,True,False,False,False,False,NNP,False,B-TYPE
1.0,br,False,True,False,False,Br,Br,False,NNP,gt5-1204,True,False,False,True,False,NNP,False,12,False,False,True,True,False,CD,False,I-TYPE
1.0,12,False,False,True,True,12,12,False,CD,br,True,False,False,False,False,NNP,False,"""",False,False,False,False,False,Z,False,B-DIMENSION
1.0,"""",False,False,False,False,"""","""",False,Z,12,False,False,True,True,False,CD,False,subwoofer,True,False,False,False,False,NNP,False,O
1.0,subwoofer,False,True,False,False,fer,Sub,False,NNP,"""",False,False,False,False,False,Z,False,active,True,False,False,False,False,NNP,False,B-TYPE
1.0,active,False,True,False,False,ive,Act,False,NNP,subwoofer,True,False,False,False,False,NNP,False,in,True,False,False,False,False,NNP,False,I-TYPE
1.0,in,False,True,False,False,In,In,False,NNP,active,True,False,False,False,False,NNP,False,bass,True,False,False,False,False,NNP,False,I-TYPE
1.0,bass,False,True,False,False,ass,Bas,False,NNP,in,True,False,False,False,False,NNP,False,reflex,True,False,False,False,False,NNP,False,I-TYPE
1.0,reflex,False,True,False,False,lex,Ref,False,NNP,bass,True,False,False,False,False,NNP,False,box,True,False,False,False,False,NNP,False,I-TYPE
1.0,box,False,True,False,False,Box,Box,False,NNP,reflex,True,False,False,False,False,NNP,False,"""",False,False,False,False,False,Z,False,I-TYPE
1.0,"""",False,False,False,False,"""","""",False,Z,box,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,adidas,False,True,False,False,das,Adi,False,NNP,True,None,None,None,None,None,None,None,duramo,True,False,False,False,False,NNP,False,B-BRAND
1.0,duramo,False,True,False,False,amo,Dur,False,NNP,adidas,True,False,False,False,False,NNP,False,lite,True,False,False,False,False,NNP,False,O
1.0,lite,False,True,False,False,ite,Lit,False,NNP,duramo,True,False,False,False,False,NNP,False,m,True,True,False,False,False,NNP,False,O
1.0,m,True,True,False,False,M,M,False,NNP,lite,True,False,False,False,False,NNP,False,men's,False,False,False,False,False,NNP,False,B-SIZE
1.0,men's,False,False,False,False,n's,Men,False,NNP,m,True,True,False,False,False,NNP,False,shoes,True,False,False,False,False,NNP,False,B-GENDER
1.0,shoes,False,True,False,False,oes,Sho,False,NNP,men's,False,False,False,False,False,NNP,False,core,True,False,False,False,False,NNP,False,B-TYPE
1.0,core,False,True,False,False,ore,Cor,False,NNP,shoes,True,False,False,False,False,NNP,False,black,True,False,False,False,False,NNP,False,O
1.0,black,False,True,False,False,ack,Bla,False,NNP,core,True,False,False,False,False,NNP,False,-iron,True,False,False,False,False,NNP,False,B-COLOR
1.0,-iron,False,True,False,False,ron,-Ir,False,NNP,black,True,False,False,False,False,NNP,False,met.-ftwr,True,False,False,False,False,NNP,False,O
1.0,met.-ftwr,False,True,False,False,twr,Met,False,NNP,-iron,True,False,False,False,False,NNP,False,white,True,False,False,False,False,NNP,False,O
1.0,white,False,True,False,False,ite,Whi,False,NNP,met.-ftwr,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,the,False,True,False,False,The,The,False,NNP,True,None,None,None,None,None,None,None,saem,True,False,False,False,False,NNP,False,B-BRAND
1.0,saem,False,True,False,False,aem,Sae,False,NNP,the,True,False,False,False,False,NNP,False,rouge,True,False,False,False,False,NNP,False,I-BRAND
1.0,rouge,False,True,False,False,uge,Rou,False,NNP,saem,True,False,False,False,False,NNP,False,essential,True,False,False,False,False,NNP,False,B-NAME
1.0,essential,False,True,False,False,ial,Ess,False,NNP,rouge,True,False,False,False,False,NNP,False,moisture,True,False,False,False,False,NNP,False,I-NAME
1.0,moisture,False,True,False,False,ure,Moi,False,NNP,essential,True,False,False,False,False,NNP,False,lipstick,True,False,False,False,False,NNP,False,I-NAME
1.0,lipstick,False,True,False,False,ick,Lip,False,NNP,moisture,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-TYPE
1.0,kingelektronik,False,False,False,False,nik,Kin,False,NNP,True,None,None,None,None,None,None,None,best,True,False,False,False,False,NNP,False,B-BRAND
1.0,best,False,True,False,False,est,Bes,False,NNP,kingelektronik,False,False,False,False,False,NNP,False,price,True,False,False,False,False,NNP,False,O
1.0,price,False,True,False,False,ice,Pri,False,NNP,best,True,False,False,False,False,NNP,False,mesin,True,False,False,False,False,NNP,False,O
1.0,mesin,False,True,False,False,sin,Mes,False,NNP,price,True,False,False,False,False,NNP,False,jahit,True,False,False,False,False,NNP,False,B-TYPE
1.0,jahit,False,True,False,False,hit,Jah,False,NNP,mesin,True,False,False,False,False,NNP,False,mini,True,False,False,False,False,NNP,False,I-TYPE
1.0,mini,False,True,False,False,ini,Min,False,NNP,jahit,True,False,False,False,False,NNP,False,portable,True,False,False,False,False,NNP,False,I-TYPE
