Word_row,Word,POS,Label
420,600,CD,B-MASS
420,ML,NNP,I-MASS
421,Terbaru,NNP,O
421,Ultimate,NNP,B-NAME
421,Magic,NNP,I-NAME
421,Cane,NNP,B-TYPE
421,with,NNP,I-TYPE
421,LED,NNP,I-TYPE
421,Lights,NNP,I-TYPE
421,By.,NNP,O
421,TOC68,NNP,B-BRAND
422,Kopi,NNP,B-TYPE
422,Aroma,NNP,O
422,Moka,NNP,B-BRAND
422,Arabika,NNP,I-BRAND
423,ACCENT,NNP,B-BRAND
423,Carina,NNP,B-NAME
423,Grey,NNP,B-COLOR
423,Shift,NNP,B-TYPE
423,Dress,NNP,I-TYPE
424,[,Z,O
424,Jumping,NNP,B-BRAND
424,Beans,NNP,I-BRAND
424,],Z,O
424,Setelan,NNP,O
424,JB5,NNP,O
424,Kaos,NNP,B-TYPE
424,dan,CC,I-TYPE
424,Celana,NNP,I-TYPE
424,Pendek,NNP,I-TYPE
424,Cowok,NNP,B-GENDER
424,Usia,NNP,O
424,1-6,CD,B-AGE
424,thn,NN,I-AGE
424,/Bahan,NN,O
424,Kaos,NNP,O
424,dan,CC,O
424,Katun,NNP,B-MATERIAL
425,Refill,NNP,O
425,Cairan,NNP,B-TYPE
425,Parfum,NNP,I-TYPE
425,Mobil,NNP,B-TYPE
426,KALAIDENG,NNP,B-BRAND
426,Royale,NNP,B-NAME
426,Leather,NNP,B-TYPE
426,Case,NNP,I-TYPE
426,TPU),NNP,O
426,LG,NNP,B-BRAND
426,Optimus,NNP,B-NAME
426,G3,NNP,I-NAME
426,(D850/D855),CD,I-NAME
427,Kembang,NNP,B-TYPE
427,Sereh,NNP,I-TYPE
427,Merah,NNP,I-TYPE
427,Wangi,NNP,O
427,Bunga,NNP,B-TYPE
427,Serai,NNP,I-TYPE
427,Merah,NNP,I-TYPE
427,Sereh,NNP,B-TYPE
427,Lanang,NNP,I-TYPE
427,Sereh,NNP,B-TYPE
427,Obat,NNP,O
427,Alami,NNP,O
427,ORI,NNP,O
428,Naif,NNP,B-BRAND
428,Baby,NNP,I-BRAND
428,Softening,NNP,B-NAME
428,Body,NNP,B-TYPE
428,Lotion,NNP,I-TYPE
428,200ml,CD,O
429,Panasonic,NNP,B-BRAND
429,PABX,NNP,B-NAME
429,KX-TES824,NNP,I-NAME
429,3,CD,O
429,lines,NN,O
429,(CO),NNP,O
429,8,NNP,O
429,Extension,NNP,O
429,PBX,NNP,O
429,Putih,NNP,B-COLOR
430,Bankbook,NNP,B-TYPE
430,Pocket,NNP,I-TYPE
430,Bag,NNP,B-TYPE
430,Organizer,NNP,I-TYPE
430,untuk,SC,I-TYPE
430,Buku-buku,NNP,I-TYPE
430,Bank,NNP,I-TYPE
430,dan,CC,I-TYPE
430,surat2,CD,I-TYPE
430,berharga.,NND,I-TYPE
431,60,CD,O
431,buah,NND,O
431,warna,NN,O
431,>cat,VB,B-TYPE
431,seni,NN,I-TYPE
431,grafis,NN,I-TYPE
431,Twin,NNP,B-NAME
431,biji,VB,O
431,alkohol,NN,B-MATERIAL
431,berbasis,VB,O
431,tinta,VB,B-TYPE
431,pena,SC,I-TYPE
432,penanda,NN,B-TYPE
432,titik,NN,I-TYPE
432,pena,NN,I-TYPE
432,yang,SC,O
432,ditetapkan,VB,O
432,dengan,IN,O
432,hitam,NN,O
432,tas,NN,O
432,penyimpanan,NN,O
433,hitam,JJ,O
433,pena,SC,B-TYPE
433,Shell,NNP,O
434,Stiker,NNP,B-TYPE
434,Mobil,NNP,I-TYPE
434,Hello,NNP,B-THEME
434,Kitty,NNP,I-THEME
434,Baby,NNP,I-THEME
434,In,NNP,I-THEME
434,Car,NNP,I-THEME
435,BUILDPHONE,NNP,B-BRAND
435,3D,CD,B-NAME
435,Relief,NNP,I-NAME
435,Silica,NNP,B-MATERIAL
435,Gel,NNP,I-MATERIAL
435,Soft,NNP,B-TYPE
435,Phone,NNP,I-TYPE
435,Case,NNP,I-TYPE
435,for,NNP,O
435,VIVO,NNP,B-BRAND
435,X6,NNP,B-NAME
435,X6S,NNP,B-NAME
436,Multicolor,NNP,B-COLOR
437,stelan,NN,B-TYPE
437,zebra,NN,O
438,Soft,NNP,B-TYPE
438,Jacket,NNP,I-TYPE
438,Galaxy,NNP,B-NAME
438,Mega,NNP,I-NAME
438,5.8,NNP,B-DIMENSION
438,Inch,NNP,I-DIMENSION
439,Maoo,NNP,B-BRAND
439,Baby,NNP,B-TYPE
439,Shoes,NNP,I-TYPE
439,for,NNP,O
439,Baby,NNP,B-AGE
440,GIYO,NNP,B-BRAND
440,GF-55PTP,NNP,B-NAME
440,High,NNP,O
440,Pressure,NNP,O
440,Steel,NNP,B-MATERIAL
440,Floor,NNP,B-TYPE
440,Pump,NNP,I-TYPE
440,bicycle,FW,B-TYPE
440,pump,FW,I-TYPE
440,High,NNP,O
441,mounted,FW,O
441,guage,FW,O
441,Durable,FW,O
441,Steel,NNP,O
441,Produced,NNP,O
441,in,NNP,O
441,Korea,NNP,O
441,intl,NNP,O
442,Uno,NNP,B-BRAND
442,Filling,NNP,B-TYPE
442,Cabinet,NNP,I-TYPE
442,Central,NNP,I-TYPE
442,Lock,NNP,I-TYPE
442,UFL,NNP,B-NAME
442,4252,NNP,I-NAME
442,Gold,NNP,B-COLOR
442,Series,NNP,O
443,BAJU,NNP,B-TYPE
443,HAMIL,NNP,I-TYPE
443,KATUN,NNP,B-MATERIAL
443,JBP003B,NNP,O
444,Pompa,NN,B-TYPE
444,submersible,FW,I-TYPE
444,york,FW,B-BRAND
444,0.5hp,CD,O
445,PROMO,NNP,O
445,SKS,NNP,B-BRAND
445,Lakban,NNP,B-TYPE
445,bening,FW,I-TYPE
446,Hotwheels,NNP,B-BRAND
446,Pop,NNP,O
446,Culture,NNP,O
446,2013,NNP,O
446,Popeye,NNP,B-THEME
446,52,NNP,O
446,Chevy,NNP,O
446,1:64,CD,B-DIMENSION
447,BABY,NNP,B-BRAND
447,Bullet,NNP,I-BRAND
447,Food,NNP,B-TYPE
447,Processor,NNP,I-TYPE
447,BABY,NNP,B-BRAND
447,BULLET,NNP,I-BRAND
448,Baru,NNP,O
448,6,CD,O
448,buah,NND,O
448,tembikar,NN,B-TYPE
448,tanah,NN,B-TYPE
448,liat,NN,I-TYPE
448,patung,VB,B-TYPE
448,lilin,NN,I-TYPE
448,ukir,VB,B-TYPE
448,satu,CD,I-TYPE
448,set,NN,I-TYPE
448,alat,NN,I-TYPE
449,pembentuk,VB,B-TYPE
449,polimer,NN,I-TYPE
449,pemodelan,NN,I-TYPE
450,NATURES,NNP,B-BRAND
450,PLUS,NNP,I-BRAND
450,LECITHIN,NNP,B-NAME
450,60,CD,O
450,softgels,NN,O
451,Purwaceng,NNP,B-BRAND
451,Susu,NNP,B-TYPE
452,Cathy,NNP,B-BRAND
452,Doll,NNP,I-BRAND
452,BABY,NNP,B-NAME
452,BRIGHT,NNP,I-NAME
452,COLLAGEN,NNP,I-NAME
452,BODY,NNP,I-NAME
452,SLEEPING,NNP,I-NAME
452,MASK,NNP,I-NAME
452,INTENSE,NNP,I-NAME
452,LOTION,NNP,I-NAME
452,150ML,CD,B-DIMENSION
453,Kemeja,NNP,B-TYPE
453,Kantor,NNP,I-TYPE
453,Pria,NNP,B-GENDER
453,Slim,NNP,O
453,Fit,NNP,O
453,SHT,NNP,O
453,346,CD,O
454,Mesin,NNP,B-TYPE
454,Laminating,NNP,I-TYPE
454,Secure,NNP,B-BRAND
454,Compact,NNP,O
454,A4,NNP,B-SIZE
455,Jaket,NNP,B-TYPE
455,Parka,NNP,I-TYPE
455,American,NNP,B-BRAND
455,Drill,NNP,I-BRAND
455,Black,NNP,B-COLOR
456,Detail,NNP,B-TYPE
456,Cutting,NNP,I-TYPE
456,Stencil,NNP,I-TYPE
456,Craft,NNP,B-TYPE
456,Tools,NNP,I-TYPE
456,-,NNP,O
456,Cutter,NNP,B-TYPE
456,Pen,NNP,I-TYPE
457,Professional,NNP,O
457,Cutter,NNP,O
458,BEST,NNP,O
458,SELLER,NNP,O
458,Selai,NNP,B-TYPE
458,Blueberry,NNP,O
458,Palleta,NNP,B-BRAND
458,5kg,CD,B-MASS
459,TAS,NNP,B-TYPE
459,BADMINTON,NNP,I-TYPE
459,FLYPOWER,NNP,B-BRAND
459,2,CD,B-TYPE
459,SELETING,NNP,I-TYPE
459,MODEL,NNP,I-TYPE
459,SELEMPANG,NNP,I-TYPE
460,FLASDISK,NNP,B-TYPE
460,TOSHIBA,NNP,B-BRAND
460,64GB,CD,O
460,FLASHDISK,NNP,B-TYPE
460,TOSHIBA,NNP,B-BRAND
460,64GB,CD,O
460,TRANS,NNP,B-TYPE
460,MEMORY,NNP,I-TYPE
461,Tas,NNP,B-TYPE
461,Raket,NNP,I-TYPE
461,Badminton,NNP,I-TYPE
461,YONEX,NNP,B-BRAND
461,ransel,NNP,B-TYPE
462,JAM,NN,B-TYPE
462,TANGAN,NNP,I-TYPE
462,PRIA,NNP,B-GENDER
462,SWISS,NNP,B-BRAND
462,ARMY,NNP,I-BRAND
462,ORIGINAL,NNP,O
462,DUAL,NNP,O
462,TIME,NNP,O
462,STRAP,NNP,O
462,RUBBER,NNP,O
463,X-style,NNP,B-BRAND
463,Red,NNP,B-COLOR
464,Sariayu,NNP,B-BRAND
464,Krem,NNP,B-NAME
464,Masker,NNP,I-NAME
464,Jerawat,NNP,I-NAME
464,New,NNP,O
465,mic,FW,B-TYPE
465,kabel,FW,I-TYPE
465,Shennheiser,FW,B-BRAND
465,e935s,CD,B-NAME
466,Apple,FW,B-BRAND
466,iPhone,FW,B-NAME
466,6,CD,I-NAME
466,GOLD,NN,B-COLOR
466,64GB,CD,O
466,RAM,NN,B-RAM
466,1GB,CD,I-RAM
466,Camera,NNP,O
466,8MP,CD,O
466,GARANSI,NNP,O
466,2,CD,O
466,TAHUN,NNP,O
467,[,Z,O
467,GROOMER'S,NNP,B-BRAND
467,BLEND,NNP,I-BRAND
467,],Z,O
467,Oatmeal,NNP,B-NAME
467,Protein,NNP,I-NAME
467,Shampoo,NNP,I-NAME
467,17oz,CD,B-DIMENSION
467,.,Z,O
468,MESIN,NNP,B-TYPE
468,KABUT,NNP,I-TYPE
468,",",Z,O
468,MESIN,NNP,B-TYPE
468,EMBUN,NNP,I-TYPE
468,",",Z,O
468,HUMIDIFIER,NNP,B-TYPE
468,",",Z,O
468,WALET,NNP,B-TYPE
468,",",Z,O
468,HIDROPONIK,NNP,O
468,KYODO,NNP,B-BRAND
468,KY3900,NNP,B-NAME
468,HIGH,NNP,O
468,QUALITY,NNP,O
469,Flip,NNP,B-TYPE
469,Case,NNP,I-TYPE
469,Nillkin,NNP,B-BRAND
469,Samsung,NNP,B-BRAND
469,Galaxy,NNP,B-NAME
469,E5,NNP,I-NAME
469,Sparkle,NNP,B-NAME
469,Series,NNP,I-NAME
470,4,CD,B-BRAND
470,Step,FW,I-BRAND
470,Shape,FW,I-BRAND
470,Slimming,FW,B-TYPE
470,Belt,FW,I-TYPE
470,Korset,FW,B-TYPE
470,Pelangsing,FW,I-TYPE
471,Biotin,NNP,B-NAME
471,7500,CD,I-NAME
471,mBiotin,NN,B-TYPE
471,7500mcg,CD,B-MASS
471,isi,NN,O
471,50,CD,O
471,Untuk,NNP,O
471,Rambut,NNP,O
471,dan,CC,O
471,Kuku,NNP,O
471,Puritan's,NNP,B-BRAND
471,Pride,NNP,I-BRAND
472,Nakamichi,NNP,B-BRAND
472,My,NNP,B-NAME
472,Meiryo,NNP,I-NAME
472,-,NNP,O
472,Silver,NNP,B-COLOR
473,IRNISHOP,NNP,B-BRAND
473,Sepatu,NNP,B-TYPE
473,Wanita,NNP,B-GENDER
473,Motif,NNP,O
473,Cat,NNP,O
473,Hitam,NNP,B-COLOR
474,Anti,NNP,B-TYPE
474,Gores,NNP,I-TYPE
474,Screen,NNP,B-TYPE
474,Guard,NNP,I-TYPE
474,Nillkin,NNP,B-BRAND
474,Anti,NNP,B-TYPE
474,Glare,NNP,I-TYPE
474,Protector,NNP,I-TYPE
474,ZTE,NNP,B-BRAND
474,Nubia,NNP,B-NAME
474,Z5S,NNP,I-NAME
474,Mini,NNP,I-NAME
475,Samsung,NNP,B-BRAND
475,On5,NNP,B-NAME
476,Mini,NN,B-TYPE
476,portabel,NN,I-TYPE
476,68,CD,I-TYPE
476,foto,NN,I-TYPE
476,Album,NN,B-TYPE
476,pernikahan,NN,I-TYPE
476,kalender,NN,B-TYPE
476,meja,NN,I-TYPE
476,kantong,NN,O
476,ulang,VB,O
477,tahun,NN,O
477,wisuda,NN,O
477,Sayang,NN,O
477,hari,NN,O
477,Valentine,NNP,B-THEME
477,hadiah,NN,O
477,hari,NN,B-THEME
477,Ibu,NNP,I-THEME
477,untuk,SC,O
477,Polaroid,NNP,B-BRAND
478,7.62,CD,B-SIZE
478,cm,NND,I-SIZE
478,gambar,NN,O
478,kartu,NN,O
478,bisnis,NN,O
478,es,NN,O
478,hitam,JJ,B-COLOR
478,Internasional,NNP,B-THEME
479,Balon,NNP,B-TYPE
479,Foil,NNP,B-MATERIAL
479,Alfabet,NNP,B-THEME
479,Huruf,NNP,I-THEME
479,Angka,NNP,I-THEME
479,Gold,NNP,B-COLOR
479,Silver,NNP,B-COLOR
479,Pink,NNP,B-COLOR
479,Polkadot,NNP,B-COLOR
479,DO1,NNP,B-NAME
480,Asus,NNP,B-BRAND
480,Zenfone,NNP,B-NAME
480,5,CD,I-NAME
480,OREN,NNP,B-COLOR
480,Flip,NNP,B-TYPE
480,Cover,NNP,I-TYPE
480,View,NNP,I-TYPE
480,-,NNP,O
480,Ungu,NNP,B-COLOR
480,+,NNP,O
480,Screenguard,NNP,B-TYPE
481,Carger,FW,B-TYPE
481,handphone,FW,B-TYPE
482,SPIGEN,NNP,B-BRAND
482,SGP,NNP,B-NAME
482,SLIM,NNP,I-NAME
482,ARMOR,NNP,I-NAME
482,XIAOMI,NNP,B-BRAND
482,REDMI,NNP,B-NAME
482,MI3,NNP,I-NAME
482,Mi,NNP,I-NAME
482,4,CD,I-NAME
483,Meja,NNP,B-TYPE
483,Laptop,NNP,I-TYPE
483,Portable,NNP,I-TYPE
483,Laptop,NNP,B-TYPE
483,Desk,NNP,I-TYPE
483,With,NNP,I-TYPE
483,Fan,NNP,I-TYPE
483,Cooler,NNP,I-TYPE
484,Teh,NNP,B-TYPE
484,Hijau,NNP,I-TYPE
484,Seduh,NNP,I-TYPE
484,Cap,NNP,B-BRAND
484,Gunung,NNP,I-BRAND
485,Vivo,NNP,B-BRAND
485,V5,NNP,B-NAME
485,Plus,NNP,I-NAME
485,Dual,NNP,O
485,Front,NNP,O
485,Camera,NNP,O
485,64GB,CD,O
485,Limited,NNP,B-NAME
485,Edition,NNP,I-NAME
485,Matte,NNP,B-COLOR
486,Black,NNP,O
487,senter,FW,B-TYPE
487,ultrafire,FW,B-BRAND
487,RST-s15,NNP,B-NAME
488,Asus,NNP,B-BRAND
488,Fonepad,NNP,B-NAME
488,8,NNP,I-NAME
488,FE380CG,NNP,I-NAME
488,Dual,NNP,O
488,Sim/Size,NNP,O
488,8,NNP,B-DIMENSION
488,Inch,NNP,I-DIMENSION
488,Quad-Core,NNP,O
488,/ROM,NN,O
488,16GB,CD,B-CAPACITY
488,/RAM,NN,O
488,2GB,CD,B-RAM
488,/Dual,NN,O
488,Camera/Garansi,NNP,O
488,Resmi,NNP,O
489,Quickdry,NNP,B-TYPE
489,Sport,NNP,I-TYPE
489,35,CD,B-DIMENSION
489,80,CD,I-DIMENSION
489,)/,Z,O
489,3,CD,O
489,Warna,NNP,O
489,Microfiber,NNP,B-MATERIAL
490,JKHK87,CD,O
490,Jaket,NNP,B-TYPE
490,Hello,NNP,B-THEME
490,Kitty,NNP,I-THEME
490,Pink,NNP,B-COLOR
490,Strawberry,NNP,I-COLOR
491,NOOSY,NNP,B-BRAND
491,3,CD,O
491,in,NN,O
491,1,CD,O
491,Nano,NNP,B-TYPE
491,SIM,NNP,I-TYPE
491,Adapter,NNP,I-TYPE
492,Genie,FW,O
492,Shop,FW,O
492,Denim,FW,B-TYPE
492,pants,FW,I-TYPE
492,banhayi,FW,I-TYPE
492,jeans,FW,B-TYPE
492,black,FW,B-COLOR
492,jean,FW,B-TYPE
492,skinny,FW,O
492,lovely,FW,O
492,Chance,FW,O
493,Autorace,NNP,B-BRAND
493,Spion,NNP,B-TYPE
493,Dalam,NNP,I-TYPE
493,Broadway,NNP,B-NAME
493,Kaca,NNP,B-TYPE
493,Tengah,NNP,I-TYPE
493,Mobil,NNP,I-TYPE
493,Broadway,NNP,B-NAME
493,FLAT,NNP,I-NAME
493,300MM,CD,B-DIMENSION
494,White,NNP,B-COLOR
495,dRyshirt,VB,B-BRAND
496,Sony,NNP,B-BRAND
496,Lens,NNP,B-TYPE
496,E,NNP,B-NAME
496,20mm,CD,B-DIMENSION
496,f/2.8,CD,O
496,Lensa,NNP,B-TYPE
496,Kamera,NNP,I-TYPE
496,hitam,NNP,B-COLOR
497,T-Shirt,NNP,B-TYPE
497,TARGARYEN,NNP,B-BRAND
497,Game,NNP,O
497,of,NNP,O
497,Thrones,NNP,O
497,Mother,NNP,O
497,of,NNP,O
497,Dragon,NNP,O
497,Kaos,NNP,B-TYPE
497,GOT-030,NNP,B-NAME
498,dress,FW,O
498,stripe,FW,O
498,mini,FW,B-TYPE
498,dress,FW,I-TYPE
498,",",Z,O
498,bahan,NN,O
498,spandeks,NN,B-MATERIAL
498,korea,NN,O
498,pinggang,NN,O
498,karet,NN,O
499,Revlon,NNP,B-BRAND
499,Colorstay,NNP,B-NAME
499,Ultimate,NNP,I-NAME
499,Suede,NNP,I-NAME
499,Lipstick,NNP,B-TYPE
500,Dompet,NN,B-TYPE
500,kartu,NN,I-TYPE
500,aluminium,NN,I-TYPE
500,bermotif,JJ,O
500,bunga,NN,O
500,Card,NNP,B-TYPE
500,Caddy,NNP,I-TYPE
500,MOTIF,NNP,O
501,1,CD,O
501,SET,NNP,O
501,Rak,NNP,B-TYPE
501,Sepatu,NNP,I-TYPE
501,Rak,NNP,B-TYPE
501,Tas,NNP,I-TYPE
501,Rak,NNP,B-TYPE
501,jilbab,SC,I-TYPE
501,gantung,VB,I-TYPE
501,"HJO,HBO,HSO",NNP,O
501,Karakter,NNP,O
501,Biru,NNP,B-COLOR
501,D.Emon,NNP,O
502,Heels,NNP,B-TYPE
502,HH208,NNP,O
502,brukat,NNP,B-MATERIAL
503,NEW,NNP,O
503,BRAND!!!,NNP,O
503,CND,NNP,B-BRAND
503,Vinylux,NNP,I-BRAND
503,Sage,NNP,B-COLOR
503,Scarf,NNP,I-COLOR
503,WEEKLY,NNP,B-NAME
503,NAIL,NNP,I-NAME
503,POLISH,NNP,I-NAME
504,Sling,NNP,B-TYPE
504,Bag,NNP,I-TYPE
504,D-19,NNP,O
505,Vaseline,NNP,B-BRAND
505,Lip,NNP,B-NAME
505,Therapy,NNP,I-NAME
505,T11,NNP,I-NAME
505,8678,CD,I-NAME
506,CELANA,NNP,B-TYPE
506,JEANS,NNP,I-TYPE
506,BLUE,NNP,B-COLOR
506,GARMENT,NNP,O
507,Baju,NN,B-TYPE
507,Kaos,NNP,I-TYPE
507,Katun,NNP,B-MATERIAL
507,Bali,NNP,B-THEME
507,Barong,NNP,I-THEME
507,Kotak,NNP,I-THEME
507,Adem,NNP,O
507,Nyaman,NNP,O
508,kapasitor,NN,B-TYPE
508,kipas,VB,I-TYPE
508,angin,NN,I-TYPE
508,12,CD,B-CAPACITY
508,400V,CD,I-CAPACITY
508,AC,NNP,B-TYPE
508,Kotak,NNP,B-SHAPE
508,hitam,NNP,B-COLOR
509,BUMPER,NNP,B-TYPE
509,GUARD,NNP,I-TYPE
509,MOBIL,NNP,B-TYPE
509,KOREAN,NNP,O
509,SUPER,NNP,O
509,SET,NNP,O
509,4PCS,NNP,O
509,PUTIH,NNP,B-COLOR
510,Dijual,NNP,O
510,Keyboard,NNP,B-TYPE
510,Acer,NNP,B-BRAND
510,Aspire,NNP,B-NAME
510,4755,CD,I-NAME
510,4755G,CD,B-NAME
510,3830,CD,B-NAME
510,3830T,CD,B-NAME
510,4830,CD,B-NAME
510,4830T,CD,B-NAME
510,Murah,NN,O
510,20170821,CD,O
511,Fashion,NNP,O
511,Batik,NNP,B-TYPE
511,Indonesia,NNP,O
511,Size,NNP,O
511,Lengkap,NNP,O
511,M,NNP,B-SIZE
511,",",Z,O
511,L,NNP,B-SIZE
511,",",Z,O
511,XL,NNP,B-SIZE
511,BAT,NNP,O
511,325,CD,O
511,for,NN,O
511,Man,NNP,B-GENDER
512,Cuka,NNP,B-TYPE
512,Sari,NNP,I-TYPE
512,Apel,NNP,I-TYPE
512,Apple,NNP,B-TYPE
512,Cider,NNP,I-TYPE
512,Vinegar,NNP,I-TYPE
512,BRAGG,NNP,B-BRAND
512,473ML,CD,B-DIMENSION
513,Sprei,NNP,B-TYPE
513,Bonita,NNP,B-BRAND
513,king,VB,B-TYPE
513,180,CD,B-DIMENSION
513,200,CD,I-DIMENSION
513,Batik,NNP,O
513,Doraemon,NNP,B-THEME
514,Power,NN,B-TYPE
514,Bank,NNP,I-TYPE
514,Samsung,NNP,B-BRAND
514,3600mAh,CD,B-CAPACITY
514,Model,NNP,O
514,Tabung,NNP,B-SHAPE
515,DUOYA,NNP,B-BRAND
515,Big,NNP,B-NAME
515,Waterproof,NNP,I-NAME
515,Mascara,NNP,I-NAME
515,Maskara,NNP,B-TYPE
515,ORIGINAL,NNP,O
515,KOREA,NNP,O
516,Hardcase,NNP,B-TYPE
516,Hard,NNP,B-TYPE
516,Case,NNP,I-TYPE
516,Nillkin,NNP,B-BRAND
516,Super,NNP,B-NAME
516,Frosted,NNP,I-NAME
516,Shield,NNP,I-NAME
516,Sony,NNP,B-BRAND
516,Xperia,NNP,B-NAME
516,Ultra,NNP,I-NAME
517,Sepatu,CD,B-TYPE
517,Anak,NN,B-AGE
517,>Laki,NN,B-GENDER
517,Slip,NNP,B-TYPE
517,On,NNP,I-TYPE
517,Original,NNP,O
517,Hitam,NNP,B-COLOR
517,31,CD,B-SIZE
517,35,CD,B-SIZE
518,KOKO,NNP,B-TYPE
518,PANJANG,NNP,I-TYPE
518,TEPI,NNP,I-TYPE
518,SULUR,NNP,I-TYPE
518,KATUNDOBBY,NNP,B-MATERIAL
518,SALUR,NNP,O
518,SINTETIS,NNP,O
519,Romoss,NNP,B-BRAND
519,Polymos,NNP,B-NAME
519,5,CD,I-NAME
519,5000,CD,B-CAPACITY
519,mAh,NN,I-CAPACITY
519,Premium,NNP,O
519,Powerbank,NNP,B-TYPE
519,Putih,NNP,B-COLOR
520,tas,NN,B-TYPE
520,ransel,NNP,I-TYPE
520,POLO,NNP,B-BRAND
521,Baju,NN,B-TYPE
521,Batik,NNP,I-TYPE
521,Modern,NNP,O
521,Assikah,NNP,B-BRAND
521,BP2617,NNP,O
522,500,CD,O
522,cash,FW,B-TYPE
522,book,FW,I-TYPE
523,pomade,NN,B-TYPE
523,lokal,JJ,I-TYPE
523,oil,FW,B-MATERIAL
523,based,FW,O
523,1000,CD,O
523,pcs,NN,O
524,Pie,NNP,B-TYPE
524,Susu,NNP,I-TYPE
524,Cap,NNP,B-BRAND
524,Enak,NNP,I-BRAND
524,",",Z,O
524,Khas,NNP,O
524,Asli,NNP,O
524,"Bali,",NNP,O
524,Ole,NNP,O
524,Ole,NNP,O
524,Bali,NNP,O
525,Dijual,NNP,O
525,Rainbow,NNP,O
525,Case,NNP,B-TYPE
525,Samsung,NNP,B-BRAND
525,T530,NNP,B-NAME
525,Tab,NNP,B-TYPE
525,4,CD,O
525,10,CD,O
525,Premium,NNP,O
525,Fashion,NNP,O
525,Case,NNP,B-TYPE
525,Murah,NNP,O
525,20170821,CD,O
526,GEAR,NNP,B-TYPE
526,GIR,NNP,O
526,PAKET,NNP,O
526,RANTAI,NNP,O
526,VEGA,NNP,B-NAME
526,R,NNP,I-NAME
526,NEW,NNP,O
526,35T,CD,B-TYPE
526,15T,CD,B-TYPE
527,Panel,NNP,B-TYPE
527,Carbon,NNP,B-MATERIAL
527,Calya,NNP,B-NAME
527,Sigra,NNP,B-NAME
527,5pc,NNP,O
527,Tipe,NNP,O
527,Matix,NNP,B-NAME
528,Spotec,NNP,B-BRAND
528,Colombus,NNP,B-NAME
528,Sepatu,NNP,B-TYPE
528,Lari,NNP,I-TYPE
528,Black/Red,NNP,B-COLOR
529,Memo,NNP,O
529,Bottle,NNP,O
529,A5,NNP,B-SIZE
529,Slim,NNP,O
529,420ML,CD,B-MASS
529,Botol,NN,B-TYPE
529,minum,NN,I-TYPE
529,transparan,NN,O
529,botol,NN,O
529,unik,JJ,O
530,Pempem,FW,B-TYPE
530,velcro,FW,I-TYPE
530,insert,FW,O
530,Litty,FW,O
530,Bamboo,FW,O
530,all,FW,O
530,size,FW,O
530,clodi,NN,B-BRAND
530,popok,NN,B-TYPE
530,kain,JJ,I-TYPE
530,cuci,VB,I-TYPE
530,ulang,VB,I-TYPE
530,diapers,NN,B-TYPE
530,newborn,JJ,O
531,PROMO,NNP,O
531,KURMA,NNP,B-TYPE
531,NABI,NNP,I-TYPE
531,AJWA,NNP,I-TYPE
531,GOLDEN,NNP,B-BRAND
531,TAMR,NNP,I-BRAND
531,IMPORT,NNP,O
532,Eprint,NNP,B-BRAND
532,Magnetic,NNP,B-TYPE
532,Photo,NNP,I-TYPE
532,Paper,NNP,I-TYPE
532,A4,NNP,B-SIZE
532,PROMO,NNP,O
532,2,CD,O
532,PACK,NNP,O
533,Oxone,NNP,B-BRAND
533,Mars,NNP,B-NAME
533,3,NNP,I-NAME
533,In,NNP,I-NAME
533,1,NNP,I-NAME
533,Rice,NNP,B-TYPE
533,Cooker,NNP,I-TYPE
533,ox-816,CD,B-NAME
534,Philips,NNP,B-BRAND
534,],Z,O
534,Blender,NNP,B-TYPE
534,Philips,NNP,B-BRAND
534,Tanggo,NNP,B-NAME
534,2116G,CD,I-NAME
535,Sprei,NNP,B-TYPE
535,California,NNP,B-BRAND
535,motif,NNP,O
535,NARAYA,NNP,B-THEME
535,King,NNP,O
535,Size,NNP,O
535,180,CD,B-DIMENSION
535,200,CD,I-DIMENSION
535,cm,NND,I-DIMENSION
536,Stop,NNP,B-TYPE
536,Kontak,NNP,I-TYPE
536,Digital,NNP,I-TYPE
536,Otomatis,NNP,O
537,EELIC,NNP,B-BRAND
537,LED,NNP,B-NAME
537,E-7W,CD,I-NAME
537,220V,CD,O
537,E27,NNP,B-TYPE
537,Lampu,NNP,B-TYPE
537,Darurat,NNP,I-TYPE
537,Pintar,NNP,O
537,Multifungsi,NNP,O
537,Dan,NNP,O
538,Praktis,NNP,O
538,Lithium,NNP,O
538,Baterai,NNP,O
538,900,CD,O
538,mAh,NND,O
539,SELAI,NNP,B-TYPE
539,OLESAN,NNP,I-TYPE
539,IMPORT,NNP,O
539,Nutella,NNP,B-BRAND
539,Hazelnut-Cocoa,NNP,B-NAME
539,Spread,NNP,I-NAME
539,375g,CD,B-MASS
540,Paket,NNP,O
540,Virtual,NNP,B-TYPE
540,Reality,NNP,I-TYPE
540,3D,CD,I-TYPE
540,Glasses,NNP,I-TYPE
540,VR,NNP,B-NAME
540,Box,NNP,I-NAME
540,2,CD,I-NAME
540,Remote,NNP,O
540,Bluetooth,NNP,O
541,Baju,NN,B-TYPE
541,Batik,NNP,I-TYPE
541,Pria,NNP,B-GENDER
541,Modern,NNP,O
541,0219-15,CD,O
542,Proclean,NNP,B-BRAND
542,Lap,NNP,B-TYPE
542,Kaca,NNP,I-TYPE
542,Microfiber,NNP,B-MATERIAL
542,Biru,NNP,B-COLOR
542,Muda,NNP,I-COLOR
543,Karpet,NNP,B-TYPE
