,Word_row,Word,POS,Label
4246,558,ULTRATHIN,NNP,B-TYPE
4247,558,SAMSUNG,NNP,B-BRAND
4248,558,GALAXY,NNP,B-NAME
4249,558,A5,NNP,I-NAME
4250,559,Mini,NNP,B-TYPE
4251,559,LED,NNP,I-TYPE
4252,559,Projector,NNP,I-TYPE
4253,559,TV180,NNP,B-NAME
4254,559,Pas,NNP,O
4255,559,untuk,SC,O
4256,559,Presentasi,NN,O
4257,559,dan,CC,O
4258,559,Nonton,NNP,O
4259,559,Film,NNP,O
4260,559,!!,Z,O
4261,560,HELLO,NNP,B-THEME
4262,560,KITTY,NNP,I-THEME
4263,560,8GB,CD,B-CAPACITY
4264,560,USB,NNP,B-TYPE
4265,560,FLASH,NNP,I-TYPE
4266,560,DISK,NNP,I-TYPE
4267,560,2.0,CD,I-TYPE
4268,561,ONEWAY,NNP,B-BRAND
4269,561,SarungStir,NNP,B-TYPE
4270,561,TIPE,NNP,I-TYPE
4271,561,ECLIPSE,NNP,I-TYPE
4272,561,Simple,NNP,O
4273,561,Elegan,NNP,O
4274,562,Memo,NNP,B-TYPE
4275,562,Pad,NNP,I-TYPE
4276,562,Berbentuk,NNP,O
4277,562,iPhone,NNP,B-BRAND
4278,563,E-Blue,NNP,B-BRAND
4279,563,Cobra,NNP,B-NAME
4280,563,Gaming,NNP,B-TYPE
4281,563,Headset,NNP,I-TYPE
4282,563,Type,NNP,B-NAME
4283,563,H,NNP,I-NAME
4284,564,Eiffel,NNP,B-THEME
4285,564,Sky,NNP,I-THEME
4286,564,Tall,NNP,I-THEME
4287,564,Notes,NNP,B-TYPE
4288,565,Travelling,NNP,B-NAME
4289,565,Magic,NNP,I-NAME
4290,565,Towel,NNP,I-NAME
4291,566,Worldwide,NNP,O
4292,566,Shipping,NNP,O
4293,566,Nike,NNP,B-BRAND
4294,566,Air,NNP,B-NAME
4295,566,Trainer,NNP,I-NAME
4296,566,NIKE,NNP,B-BRAND
4297,566,AIR,NNP,B-NAME
4298,566,TRAINER,NNP,I-NAME
4299,566,631488,CD,O
4300,566,001,CD,O
4301,567,POMPA,NNP,B-TYPE
4302,567,JET,NNP,B-BRAND
4303,567,PUMP,NNP,I-BRAND
4304,567,EFOS,NNP,B-NAME
4305,567,370,CD,I-NAME
4306,567,40,CD,O
4307,567,METER,NN,O
4308,567,(NON,NN,O
4309,567,TABUNG),NNP,O
4310,568,Puma,NNP,B-BRAND
4311,568,Tsugi,NNP,B-NAME
4312,568,Netfit,NNP,I-NAME
4313,568,Running,NNP,B-TYPE
4314,568,Shoes,NNP,I-TYPE
4315,568,Puma,NNP,B-BRAND
4316,568,Black,NNP,B-COLOR
4317,568,Puma,NNP,B-BRAND
4318,568,White,NNP,B-COLOR
4319,569,Boneka,NNP,B-TYPE
4320,569,Tsum,NNP,B-THEME
4321,569,Tsum,NNP,I-THEME
4322,569,Dumbo,NNP,I-THEME
4323,569,30cm,CD,B-DIMENSION
4324,570,Casing,NNP,B-TYPE
4325,570,XiaoMi,NNP,B-BRAND
4326,570,MiPad,NNP,B-NAME
4327,570,7.9,CD,I-NAME
4328,570,Deluxe,NNP,B-BRAND
4329,570,XP79056,NNP,I-NAME
4330,571,veggie,FW,B-TYPE
4331,571,twister,FW,I-TYPE
4332,571,Vegetable,FW,B-TYPE
4333,571,spiral,FW,I-TYPE
4334,571,gemuse,FW,I-TYPE
4335,571,cutter,FW,B-TYPE
4336,571,sayuran,NN,I-TYPE
4337,571,Alat,NNP,B-TYPE
4338,571,Potong,NNP,I-TYPE
4339,571,Sayuran,NNP,I-TYPE
4340,571,Jadi,NNP,O
4341,571,Bentuk,NNP,O
4342,571,Spiral,NNP,O
4343,572,INFICLO,NNP,B-NAME
4344,572,291,CD,I-NAME
4345,573,OMG!,NNP,O
4346,573,Tempered,NNP,B-TYPE
4347,573,Glass,NNP,I-TYPE
4348,573,For,NNP,O
4349,573,Sony,NNP,B-BRAND
4350,573,Xperia,NNP,B-NAME
4351,573,T2,NNP,I-NAME
4352,573,Ultra,NNP,I-NAME
4353,573,Dual,NNP,I-NAME
4354,573,9H,NNP,O
4355,573,Round,NNP,B-SHAPE
4356,573,Edges,NNP,I-SHAPE
4357,573,Garansi,NNP,O
4358,573,3,CD,O
4359,573,bulan,NN,O
4360,574,Digital,NNP,B-BRAND
4361,574,Alliace,NNP,I-BRAND
4362,574,Gaming,NNP,B-TYPE
4363,574,Keyboard,NNP,I-TYPE
4364,574,K8,NNP,B-NAME
4365,574,iron,NNP,I-NAME
4366,575,CELANA,NNP,B-TYPE
4367,575,PENDEK,NNP,I-TYPE
4368,575,ZARA,NNP,B-BRAND
4369,575,WOMAN,NNP,B-GENDER
4370,576,Gamis,NNP,B-TYPE
4371,576,Busana,NNP,I-TYPE
4372,576,Muslim,NNP,I-TYPE
4373,576,Belleza,NNP,B-BRAND
4374,576,Balotelly,NNP,B-MATERIAL
4375,576,Pink,NNP,B-COLOR
4376,577,Mukena,NNP,B-TYPE
4377,577,Bali,NNP,B-BRAND
4378,577,Anak,NNP,B-AGE
4379,577,Hello,NNP,B-THEME
4380,577,Kitty,NNP,I-THEME
4381,577,02,CD,O
4382,578,Zerni,NNP,B-BRAND
4383,578,water,FW,B-TYPE
4384,578,filter,FW,I-TYPE
4385,579,Hegner,NNP,B-BRAND
4386,579,H5007L,NNP,B-NAME
4387,579,Jam,NNP,B-TYPE
4388,579,Tangan,NNP,I-TYPE
4389,579,wanita,NNP,B-GENDER
4390,579,Strap,NNP,O
4391,579,Kulit,NNP,O
4392,579,Silver,NNP,B-COLOR
4393,579,Hitam,NNP,B-COLOR
4394,580,DSPH4,NNP,O
4395,580,Dress,NNP,B-TYPE
4396,580,Pooh,NNP,B-THEME
4397,580,Cute,NNP,O
4398,580,Face,NNP,O
4399,581,Jual,NN,O
4400,581,meja,NN,B-TYPE
4401,581,belajar,VB,I-TYPE
4402,581,anak,NN,B-AGE
4403,581,lipat,VB,B-TYPE
4404,581,karakter,NN,B-THEME
4405,581,dengan,IN,B-TYPE
4406,581,whiteboard,FW,I-TYPE
4407,581,dan,CC,I-TYPE
4408,581,kursi,NN,I-TYPE
4409,581,termurah,NN,O
4410,581,Murah,NN,O
4411,581,20170821,CD,O
4412,582,Dijual,NNP,O
4413,582,Hario,NNP,B-BRAND
4414,582,Mizudashi,NNP,B-TYPE
4415,582,Coffee,NNP,B-TYPE
4416,582,Pot,NNP,I-TYPE
4417,582,Red,NNP,B-COLOR
4418,582,1000ML,CD,B-DIMENSION
4419,582,MCPN,NN,B-NAME
4420,582,14,CD,I-NAME
4421,582,MCPN14,NNP,B-NAME
4422,582,Murah,NNP,O
4423,582,20170821,CD,O
4424,583,SGP,NNP,B-BRAND
4425,583,Silencer,NNP,B-NAME
4426,583,FU,NNP,I-NAME
4427,583,Knalpot,NNP,B-TYPE
4428,583,Satria,NNP,B-NAME
4429,583,FU,NNP,I-NAME
4430,583,150,CD,I-NAME
4431,583,cc,NND,O
4432,584,ABON,NNP,B-TYPE
4433,584,SAPI,NNP,I-TYPE
4434,584,TOPLES,NNP,B-TYPE
4435,584,MERAH,NNP,B-COLOR
4436,585,T49938,CD,B-NAME
4437,586,GMC,NNP,B-BRAND
4438,586,887G,CD,B-NAME
4439,586,Multimedia,NNP,B-TYPE
4440,586,Speaker,NNP,I-TYPE
4441,586,Speaker,NNP,B-TYPE
4442,586,Aktif,NNP,I-TYPE
4443,586,2.1ch,CD,I-TYPE
4444,586,Bluetooth,NNP,B-TYPE
4445,587,Karaoke,NNP,O
4446,588,Free,NNP,O
4447,588,Size,NNP,O
4448,588,G-String,NNP,B-TYPE
4449,588,Tipe,NNP,O
4450,588,33752,NNP,O
4451,588,Tali,NNP,O
4452,588,Samping,NNP,O
4453,589,BEST,NNP,O
4454,589,SELLER,NNP,O
4455,589,TRACKER,NNP,B-TYPE
4456,589,GYM,NNP,I-TYPE
4457,589,BAG,NNP,I-TYPE
4458,589,SIZE,NNP,O
4459,589,42X25X25,CD,B-DIMENSION
4460,590,Asus,NN,B-BRAND
4461,590,A456UR-GA093D,CD,B-NAME
4462,590,4GB,CD,B-RAM
4463,590,RAM,NN,O
4464,590,Ci5-7200U,CD,B-PROCESSOR
4465,590,"14""",CD,B-DIMENSION
4466,590,"""",Z,O
4467,590,Merah,NNP,B-COLOR
4468,591,[,Z,O
4469,591,Timex,NNP,B-BRAND
4470,591,Weekender,NNP,I-BRAND
4471,591,],Z,O
4472,591,Fashion,NNP,B-TYPE
4473,591,Watches,NNP,I-TYPE
4474,591,Advanced,NNP,B-TYPE
4475,591,Wrist,NNP,I-TYPE
4476,591,Watch,NNP,I-TYPE
4477,591,jam,NNP,B-TYPE
4478,591,Couple,NNP,B-TYPE
4479,591,watch,NNP,I-TYPE
4480,592,kripik,NN,B-TYPE
4481,592,pisang,NN,I-TYPE
4482,592,cadas,VB,O
4483,593,Paket,NN,B-TYPE
4484,593,usaha,NN,I-TYPE
4485,593,es,NN,I-TYPE
4486,593,model,NN,I-TYPE
4487,593,buah,NN,I-TYPE
4488,593,murah,JJ,O
4489,594,BALACLAVA,NNP,B-TYPE
4490,594,NOLAN,NNP,B-BRAND
4491,595,LENSA,NNP,B-TYPE
4492,595,CANON,NNP,B-BRAND
4493,595,22MM,CD,O
4494,595,F2,NNP,O
4495,595,STM,NNP,O
4496,595,LENSA,NNP,B-TYPE
4497,595,MIRRORLES,NNP,B-BRAND
4498,595,CANON,NNP,I-BRAND
4499,595,EF-M,NNP,O
4500,595,22MM,CD,O
4501,595,F/2,NNP,O
4502,595,STM,NNP,O
4503,596,Cover,FW,B-TYPE
4504,596,croum,FW,B-MATERIAL
4505,596,spion,FW,B-TYPE
4506,596,Panter,FW,B-NAME
4507,596,polos,FW,O
4508,596,Cover,FW,B-TYPE
4509,596,croum,FW,B-MATERIAL
4510,596,spion,FW,B-TYPE
4511,596,Panter,FW,B-NAME
4512,596,polos,FW,O
4513,597,Samsung,NNP,B-BRAND
4514,597,Galaxy,NNP,B-NAME
4515,597,E7,NNP,I-NAME
4516,597,(E700),CD,I-NAME
4517,597,RAM,NN,O
4518,597,2GB,CD,B-RAM
4519,597,ROM,NN,O
4520,597,16GB,CD,B-CAPACITY
4521,598,Bluetooth,NNP,B-BRAND
4522,598,Music,NNP,I-NAME
4523,598,Receiver,NNP,I-NAME
4524,598,USB,NNP,I-NAME
4525,598,Audio,NNP,I-NAME
4526,598,Dongle,NNP,I-NAME
4527,598,3.5mm,NNP,B-DIMENSION
4528,598,Putih,NNP,B-COLOR
4529,599,Beras,NNP,B-TYPE
4530,599,Kepala,NNP,I-TYPE
4531,599,Super,NNP,B-BRAND
4532,599,"""HOTEL""",NNP,O
4533,599,5,CD,B-MASS
4534,599,kg,NND,I-MASS
4535,600,YAZOLE,NNP,B-BRAND
4536,600,Classical,NNP,O
4537,600,Kids,NNP,B-AGE
4538,600,Leather,NNP,B-MATERIAL
4539,600,Band,NNP,O
4540,600,Fashion,NNP,O
4541,600,Girl,NNP,B-GENDER
4542,600,Joker,NNP,O
4543,600,Student,NNP,B-TYPE
4544,600,Sport,NNP,I-TYPE
4545,600,Quartz,NNP,B-BRAND
4546,600,Wrist,NNP,I-TYPE
4547,600,Watch,NNP,I-TYPE
4548,600,YZL250-B-,NNP,O
4549,600,Pink,NNP,B-COLOR
4550,600,intl,NNP,O
4551,601,Fashion,NNP,O
4552,601,Jaket,NNP,B-TYPE
4553,601,Bola,NNP,I-TYPE
4554,601,Pria,NNP,B-GENDER
4555,601,Keren,NNP,O
4556,601,JBL,NNP,O
4557,601,631,CD,O
4558,602,[Deal],NN,O
4559,602,4in1,CD,O
4560,602,Auto-bit,FW,B-BRAND
4561,602,high-power,FW,O
4562,602,automotive,FW,B-TYPE
4563,602,cleaners,FW,I-TYPE
4564,602,air,NN,I-TYPE
4565,602,gun,VB,I-TYPE
4566,602,AV-8362,CD,B-NAME
4567,602,DC100W,CD,O
4568,602,compact,FW,B-TYPE
4569,602,vacuum,FW,I-TYPE
4570,602,cleaner,FW,I-TYPE
4571,602,cleaner,FW,O
4572,602,in,FW,O
4573,602,Neuro,NNP,O
4574,602,New,NNP,O
4575,602,Car,NNP,B-TYPE
4576,602,cleaner,FW,I-TYPE
4577,602,alternative,FW,O
4578,602,vehicle,FW,O
4579,602,multifunction,FW,O
4580,602,vacuum,FW,B-TYPE
4581,602,cleaner,FW,O
4582,602,car,FW,B-TYPE
4583,602,vacuum,FW,I-TYPE
4584,602,cleaner,FW,I-TYPE
4585,602,dust,FW,O
4586,602,turbofan,FW,O
4587,602,permanent,FW,O
4588,602,filter,FW,B-TYPE
4589,603,PROMO,NNP,O
4590,603,MERDEKA,NNP,O
4591,603,3,CD,O
4592,603,pcs,NN,O
4593,603,Sambel,NNP,B-TYPE
4594,603,Pecel,NNP,I-TYPE
4595,603,Madiun,NNP,I-TYPE
4596,603,Bu,NNP,B-BRAND
4597,603,Seno,NNP,I-BRAND
4598,603,bebas,JJ,O
4599,603,milih,VB,O
4600,603,varian,NN,O
4601,604,GSD,NNP,B-BRAND
4602,604,Dess,NNP,I-BRAND
4603,604,Shabi,NNP,I-BRAND
4604,604,Maron,NNP,B-COLOR
4605,605,Nutrilon,NNP,O
4606,605,Royal,NNP,O
4607,605,Pronutra,NNP,O
4608,605,3,NNP,O
4609,605,Susu,NNP,B-TYPE
4610,605,Pertumbuhan,NNP,O
4611,605,Vanila,NNP,O
4612,605,800gr,NNP,B-MASS
4613,605,Bundle,NNP,B-TYPE
4614,605,3,CD,O
4615,605,kaleng,NN,O
4616,606,MSI,NNP,B-BRAND
4617,606,GL62M-7RDX-1018XID,NNP,B-NAME
4618,606,Intel,NNP,B-PROCESSOR
4619,606,Core,NNP,I-PROCESSOR
4620,606,i7,NNP,I-PROCESSOR
4621,606,Skylake,NNP,I-PROCESSOR
4622,606,4GB,CD,B-RAM
4623,606,1TB+128GB,CD,O
4624,607,SSD,NN,O
4625,607,"15,6'",CD,B-DIMENSION
4626,607,nVidia,NN,O
4627,607,GeForce,NNP,O
4628,607,GTX1050,NNP,O
4629,607,4GB,CD,O
4630,608,Cover/Selimut,NNP,B-TYPE
4631,608,Motor,NNP,I-TYPE
4632,608,Koraibi,NNP,B-BRAND
4633,608,1,CD,O
4634,608,untuk,SC,O
4635,608,motor,NN,B-TYPE
4636,608,bebek,NN,O
4637,608,matic,FW,B-TYPE
4638,608,standar,FW,O
4639,609,SK-II,NNP,B-BRAND
4640,609,Whitening,NNP,B-NAME
4641,609,Source,NNP,I-NAME
4642,609,Clear,NNP,I-NAME
4643,609,Lotion,NNP,I-NAME
4644,609,150ml,NNP,B-DIMENSION
4645,609,MEMBER,NNP,O
4646,609,RESMI,NNP,O
4647,609,SKII,NNP,O
4648,610,Samsung,NNP,B-BRAND
4649,610,Galaxy,NNP,B-NAME
4650,610,Tab,NNP,I-NAME
4651,610,3V,CD,I-NAME
4652,611,Alat,NNP,B-TYPE
4653,611,Pemotong,NNP,I-TYPE
4654,611,Buah,NNP,I-TYPE
4655,611,Nanas,NNP,I-TYPE
4656,611,dari,IN,O
4657,611,Stainless,NNP,B-MATERIAL
4658,611,Steel,NNP,I-MATERIAL
4659,612,Obat,NN,B-TYPE
4660,612,Hewan,NNP,I-TYPE
4661,612,Salep,NNP,I-TYPE
4662,612,TYPE,NNP,O
4663,612,'BRAND'>Scabies,NNP,O
4664,612,Kucing,NNP,B-THEME
4665,612,Scabies,NNP,B-BRAND
4666,612,Cream,NNP,B-NAME
4667,613,"TYPE=""Cetakan",VB,O
4668,613,Bento,NNP,O
4669,613,Animal,NNP,O
4670,613,Set,NNP,O
4671,614,HARGA,NNP,O
4672,614,PROMO,NNP,O
4673,614,ARUCHI,NNP,B-BRAND
4674,614,BABY,NNP,B-AGE
4675,614,SETELAN,NNP,B-TYPE
4676,614,PIYAMA,NNP,I-TYPE
4677,614,BAYI,NNP,B-AGE
4678,614,OBLONG,NNP,B-TYPE
4679,614,PANJANG,NNP,I-TYPE
4680,614,MOTIF,NNP,O
4681,614,CIRCUS,NNP,O
4682,614,SIZE,NNP,O
4683,614,XXL,NNP,B-SIZE
4684,615,Da,NNP,B-BRAND
4685,615,Vinci,NNP,I-BRAND
4686,615,Syrup,NNP,B-TYPE
4687,615,Lychee,NNP,O
4688,616,Jual,NN,O
4689,616,sandal,NN,B-TYPE
4690,616,anak,NN,B-AGE
4691,616,crocs,FW,B-BRAND
4692,616,captain,FW,B-THEME
4693,616,america,FW,I-THEME
4694,616,led,FW,O
4695,616,lampu,FW,O
4696,616,Limited,FW,O
4697,616,20170821,CD,O
4698,617,Bumper,FW,B-TYPE
4699,617,bunny,FW,B-SHAPE
4700,617,iPhone,FW,B-NAME
4701,617,"4/4s,",CD,I-NAME
4702,617,5/5s,CD,I-NAME
4703,617,free,FW,O
4704,617,tali,FW,O
4705,617,panjang),FW,O
4706,618,BMB08,CD,O
4707,618,Bantal,NNP,B-TYPE
4708,618,Mobil,NNP,I-TYPE
4709,618,3,NNP,O
4710,618,In,NNP,O
4711,618,1,NNP,O
4712,618,Doraemon,NNP,B-THEME
4713,619,Mata,NN,B-TYPE
4714,619,Bor,NNP,I-TYPE
4715,619,Progressive,NNP,I-TYPE
4716,619,HSS,NNP,B-BRAND
4717,619,Tin.Co,NNP,B-MATERIAL
4718,619,4,CD,B-SIZE
4719,619,32,CD,I-SIZE
4720,619,mm,NND,I-SIZE
4721,620,LG,NNP,B-BRAND
4722,620,5966,NNP,I-NAME
4723,620,Little,NNP,B-BRAND
4724,620,Giant,NNP,I-BRAND
4725,620,Baby,NNP,B-TYPE
4726,620,Monitor,NNP,I-TYPE
4727,620,Alat,NNP,B-TYPE
4728,620,Monitor,NNP,I-TYPE
4729,620,Bayi,NNP,I-TYPE
4730,621,DRESS,NNP,B-TYPE
4731,621,DRAPS,NNP,I-TYPE
4732,621,FALLY,NNP,B-NAME
4733,622,Lampu,NNP,B-TYPE
4734,622,LED,NNP,I-TYPE
4735,622,Philips,NNP,B-BRAND
4736,622,12.5W,CD,O
4737,623,Sprei,NNP,B-TYPE
4738,623,Katun,NNP,B-MATERIAL
4739,623,Jepang,NNP,I-MATERIAL
4740,623,Colourful,NNP,B-COLOR
4741,623,Line,NNP,O
4742,624,Unik,NNP,O
4743,624,Lampu,NNP,B-TYPE
4744,624,Sepeda,NNP,I-TYPE
4745,624,Depan,NNP,I-TYPE
4746,624,dan,CC,I-TYPE
4747,624,Belakang,NNP,I-TYPE
4748,624,1,NNP,O
4749,624,Set,NNP,O
4750,624,LED,NNP,B-TYPE
4751,624,Murah,NNP,O
4752,624,20170822,CD,O
4753,625,MICROSCOPE,NNP,B-TYPE
4754,625,XSP,NNP,B-NAME
4755,625,12,CD,B-BRAND
4756,625,MICROSCOPE,NNP,B-TYPE
4757,625,500X,CD,O
4758,626,YINGMEI,NNP,B-BRAND
4759,626,Beijing,NNP,B-NAME
4760,626,Shoes,NNP,B-TYPE
4761,626,Fashion,NNP,O
4762,626,Street,NNP,O
4763,626,Chic,NNP,O
4764,626,Women,NNP,B-GENDER
4765,626,And,NNP,O
4766,626,Men,NNP,B-GENDER
4767,626,Sneaker,NNP,B-TYPE
4768,626,Canvas,NNP,O
4769,626,Shoes,NNP,B-TYPE
4770,626,Low-cut,NNP,B-TYPE
4771,626,Shoes,NNP,I-TYPE
4772,626,Sports,NNP,B-TYPE
4773,626,Shoes,NNP,I-TYPE
4774,626,Sports,NNP,B-TYPE
4775,626,Sneaker,NNP,I-TYPE
4776,626,Casual,NNP,I-TYPE
4777,626,Style,NNP,I-TYPE
4778,626,B0208-21,NNP,B-NAME
4779,626,intl,NNP,O
4780,626,Singapore,NNP,O
4781,627,Hegner,NN,B-BRAND
4782,627,5002L,CD,B-NAME
4783,627,Jam,NNP,B-TYPE
4784,627,Tangan,NNP,I-TYPE
4785,627,Wanita,NNP,B-GENDER
4786,627,Stainless,NNP,B-MATERIAL
4787,627,Steel,NNP,I-MATERIAL
4788,627,-,Z,O
4789,627,silver,FW,B-COLOR
4790,627,gold,FW,I-COLOR
4791,628,DISKON,NNP,O
4792,628,BESAR,NNP,O
4793,628,3M,CD,O
4794,628,Spray,NNP,B-BRAND
4795,628,Mount,NNP,I-NAME
4796,628,Adhesive,NNP,I-NAME
4797,628,6065,CD,I-NAME
4798,628,Lem,NNP,B-TYPE
4799,629,Paket,NNP,B-TYPE
4800,629,Sereal,NNP,I-TYPE
4801,629,Nestle,NNP,B-BRAND
4802,629,FREE,NNP,O
4803,629,Minion,NNP,B-THEME
4804,629,Cereal2Go,NNP,B-NAME
4805,629,2,CD,O
4806,629,Box,NNP,O
4807,629,Koko,NNP,B-BRAND
4808,629,Krunch,NNP,I-BRAND
4809,629,Cereal,NNP,B-TYPE
4810,629,330g,CD,B-MASS
4811,629,",",Z,O
4812,629,1,CD,O
4813,629,Box,NNP,O
4814,629,Nestle,NNP,B-BRAND
4815,629,Milo,NNP,B-BRAND
4816,629,Cereal,NNP,B-TYPE
4817,629,330g,CD,B-MASS
4818,629,",",Z,O
4819,629,1,CD,O
4820,629,Box,NNP,O
4821,629,Nestle,NNP,B-BRAND
4822,629,Honey,NNP,B-BRAND
4823,629,Stars,NNP,I-BRAND
4824,629,Cereal,NNP,B-TYPE
4825,629,300g,CD,B-MASS
4826,630,Kaos,FW,B-TYPE
4827,630,baju,FW,I-TYPE
4828,630,couple,FW,I-TYPE
4829,630,lengan,NN,I-TYPE
4830,630,panjang,JJ,I-TYPE
4831,630,baju,VB,B-TYPE
4832,630,pasangan,NN,I-TYPE
4833,630,baju,NN,B-TYPE
4834,630,kembar,NN,I-TYPE
4835,630,Kode:,NNP,O
4836,630,LPPK-AA32,NNP,O
4837,631,RGO,NNP,B-BRAND
4838,631,Frontline,NNP,B-BRAND
4839,631,Plus,NNP,I-NAME
4840,631,Small,NNP,B-TYPE
4841,631,Dog,NNP,B-BRAND
4842,631,>10kg,CD,I-TYPE
4843,631,.,Z,O
4844,631,Obat,NNP,B-TYPE
4845,631,Kutu,NNP,I-TYPE
4846,631,Anjing,NNP,B-TYPE
4847,632,Black,NNP,B-COLOR
4848,632,Notes,NNP,B-TYPE
4849,632,Pencil,NNP,B-TYPE
4850,632,Case,NNP,I-TYPE
4851,632,Tempat,NNP,B-TYPE
4852,632,Pensil,NNP,I-TYPE
4853,632,motif,NNP,O
4854,632,Musik,NNP,O
4855,633,payung,VB,B-TYPE
4856,633,unik,NN,I-TYPE
4857,633,kapsul,VB,I-TYPE
4858,634,SEPATU,NNP,B-TYPE
4859,634,KETS,NNP,I-TYPE
4860,634,WANITA,NNP,B-COLOR
4861,634,AIRMAX,NNP,B-BRAND
4862,634,NAVY,NNP,B-COLOR
4863,635,GLUCOLA,NNP,B-BRAND
4864,635,asli,NNP,O
4865,635,MCi,NNP,B-BRAND
4866,636,Asus,NNP,B-BRAND
4867,636,Zenfone,NNP,B-NAME
4868,636,5,CD,I-NAME
4869,636,White,NNP,B-COLOR
4870,636,8GB,CD,B-CAPACITY
4871,636,8MP,CD,O
4872,637,Goldman,NNP,B-BRAND
4873,637,Batik,NNP,O
4874,637,Cup,NNP,B-TYPE
4875,637,Saucer,NNP,I-TYPE
4876,637,Set,NNP,I-TYPE
4877,637,Green,NNP,B-COLOR
4878,638,Tablet,NNP,B-TYPE
4879,638,Smartphone,NNP,I-TYPE
4880,638,Holder,NNP,I-TYPE
4881,638,untuk,SC,O
4882,638,Samsung,NNP,B-BRAND
4883,638,",",Z,O
4884,638,Lenovo,NNP,B-BRAND
4885,638,",",Z,O
4886,638,Asus,NNP,B-BRAND
4887,638,",",Z,O
4888,638,Ipad,NNP,B-NAME
4889,638,bisa,MD,O
4890,638,sampai,IN,O
4891,638,10inch,CD,B-DIMENSION
4892,638,",",Z,O
4893,638,"Ringan,",NNP,O
4894,638,Fleksibel,NNP,O
4895,639,PROMO,NNP,O
4896,639,Instan,NNP,B-NAME
4897,639,Najwa,NNP,I-NAME
4898,640,Honda,NNP,B-BRAND
4899,640,Beat,NNP,B-NAME
4900,640,Sporty,NNP,I-NAME
4901,640,CBS,NNP,I-NAME
4902,640,ISS,NNP,I-NAME
4903,640,Soul,NNP,B-COLOR
4904,640,Red,NNP,I-COLOR
4905,640,White,NNP,I-COLOR
4906,640,Khusus,NNP,O
4907,640,daerah,NN,O
4908,640,Bekasi,NNP,O
4909,641,dan,CC,O
4910,641,sekitarnya,RB,O
4911,642,Tanaman,NNP,B-TYPE
4912,642,Mini,NNP,I-TYPE
4913,642,Anti,NNP,I-TYPE
4914,642,Radiasi,NNP,I-TYPE
4915,642,Varian,NNP,O
4916,642,Sunflower,NNP,O
4917,643,Xiaomi,NN,B-BRAND
4918,643,Mouse,NNP,B-TYPE
4919,643,Pad,NNP,I-TYPE
4920,643,Super,NNP,O
4921,643,Slim,NNP,O
4922,643,Alumunium,NNP,B-MATERIAL
4923,643,Alloy,NNP,O
4924,643,Original,NNP,O
4925,643,Small,NNP,B-SIZE
4926,643,Size,NNP,I-SIZE
4927,644,Silver,NNP,B-COLOR
4928,645,2016,CD,O
4929,645,Hot,NNP,B-TYPE
4930,645,Foot,NNP,I-TYPE
4931,645,Sustain,NNP,I-TYPE
4932,645,Pedal,NNP,I-TYPE
4933,645,Controller,NNP,I-TYPE
4934,645,Switch,NNP,I-TYPE
4935,645,For,NNP,I-TYPE
4936,645,Electronic,NNP,I-TYPE
4937,645,Piano,NNP,I-TYPE
4938,645,keyboard,NNP,I-TYPE
4939,645,Repair,NNP,O
4940,645,Sustain-Pedal,NNP,O
4941,645,intl,NNP,O
4942,646,Spigen,NNP,B-BRAND
4943,646,Samsung,NNP,B-BRAND
4944,646,S5,NNP,B-NAME
4945,646,Case,NNP,B-TYPE
4946,646,Ultra,NNP,B-NAME
4947,646,Hybrid,NNP,I-NAME
4948,646,Copper,NNP,B-COLOR
4949,646,Gold,NNP,I-COLOR
4950,647,SOA,NNP,B-BRAND
4951,647,Babt,NNP,I-BRAND
4952,647,Celana,NNP,B-TYPE
4953,647,panjang,VB,I-TYPE
4954,647,newborn,NN,I-TYPE
4955,647,buka,VB,I-TYPE
4956,647,kaki,NN,I-TYPE
4957,647,animal,JJ,O
4958,647,3,CD,O
4959,647,pcs,NN,O
4960,647,CPJ079,NNP,O
4961,648,Bel,NNP,B-TYPE
4962,648,Sepeda,NNP,I-TYPE
4963,648,Minimalis,NNP,B-SIZE
4964,648,CNC,NNP,B-BRAND
4965,648,untuk,SC,O
4966,648,MTB,NNP,B-TYPE
4967,648,Brompton,NNP,B-BRAND
4968,648,Tern,NNP,B-BRAND
4969,648,Dahon,NNP,B-BRAND
4970,649,GLICO,NNP,B-BRAND
4971,649,FRUITY,NNP,B-NAME
4972,649,POCKY,NNP,I-NAME
4973,649,BLUE,NNP,B-COLOR
4974,649,BERRY,NNP,O
4975,650,hippo,NN,B-BRAND
4976,650,baterai,VB,B-TYPE
4977,650,Blackberry,NNP,B-BRAND
4978,650,onyx,NNP,B-NAME
4979,650,2000mAh,CD,B-CAPACITY
4980,651,CHELSEA,NNP,B-BRAND
4981,651,GOLD,NNP,B-NAME
4982,651,180,CD,B-DIMENSION
4983,651,200,CD,I-DIMENSION
4984,651,CM,NNP,I-DIMENSION
4985,652,Bendera,NNP,B-BRAND
4986,652,Susu,NNP,B-TYPE
4987,652,Kental,NNP,I-TYPE
4988,652,Manis,NNP,I-TYPE
4989,652,Coklat,NNP,B-COLOR
4990,652,Sachet,NNP,O
4991,652,6x42gr,CD,B-MASS
4992,653,NESCAF,NNP,B-BRAND
4993,653,Dolce,NNP,B-NAME
4994,653,Gusto,NNP,I-NAME
4995,653,Kapsul,NNP,I-NAME
4996,653,Grande,NNP,O
4997,653,Intenso,NNP,O
4998,653,3,NNP,O
