key,value
"('word[-2:]:NG', 'O')",0.643484
"('word[-2:]:NG', 'I-TYPE')",1.583947
"('word[-2:]:NG', 'B-COLOR')",0.867553
"('word[-2:]:NG', 'I-NAME')",0.083888
"('+1:word.lower():best', 'B-BRAND')",0.866675
"('+1:word.lower():best', 'I-BRAND')",0.402
"('+1:word.lower():best', 'I-DIMENSION')",0.812156
"('-1:word.lower():casing', 'B-BRAND')",0.767211
"('-1:word.lower():casing', 'O')",0.293609
"('-1:word.lower():casing', 'I-TYPE')",-0.216845
"('-1:word.lower():casing', 'B-MATERIAL')",0.145878
"('word[-3:]:ITY', 'I-NAME')",0.071457
"('word[-2:]:TY', 'O')",0.106683
"('word[-2:]:TY', 'I-THEME')",0.547692
"('+1:word.lower():selling', 'O')",0.380563
"('word.lower():selling', 'O')",0.581162
"('word.lower():krisbow', 'B-BRAND')",1.180486
"('word[-3:]:bow', 'B-BRAND')",1.133728
"('word[-3:]:bow', 'I-THEME')",0.16621
"('word[-2:]:ow', 'B-TYPE')",0.077911
"('word[-2:]:ow', 'B-BRAND')",0.269061
"('word[-2:]:ow', 'I-BRAND')",0.113416
"('word[-2:]:ow', 'B-NAME')",-0.009421
"('word[-2:]:ow', 'I-TYPE')",0.223058
"('word[-2:]:ow', 'B-COLOR')",0.969174
"('word[-2:]:ow', 'I-NAME')",0.965751
"('word[-2:]:ow', 'I-THEME')",0.092388
"('word[-2:]:ow', 'I-COLOR')",0.545776
"('-1:word.lower():selling', 'B-TYPE')",0.191617
"('-1:word.lower():selling', 'B-BRAND')",0.827561
"('-1:word.lower():selling', 'O')",-0.862932
"('+1:word.lower():rechargeable', 'B-BRAND')",1.326216
"('+1:word.lower():rechargeable', 'I-TYPE')",0.560187
"('word.lower():rechargeable', 'B-TYPE')",0.479283
"('word.lower():rechargeable', 'O')",0.169711
"('-1:word.lower():krisbow', 'O')",0.328226
"('word[-3:]:led', 'B-BRAND')",0.859286
"('word[-3:]:led', 'O')",0.941036
"('-1:word.lower():rechargeable', 'O')",0.335021
"('+1:word.lower():emergency', 'O')",0.235708
"('word.lower():emergency', 'B-TYPE')",0.304096
"('word.lower():emergency', 'I-TYPE')",0.498659
"('word[-3:]:ncy', 'B-TYPE')",0.780155
"('word[-3:]:ncy', 'I-TYPE')",0.192489
"('word[-2:]:cy', 'B-TYPE')",0.646808
"('word[-2:]:cy', 'O')",-0.03335
"('word[-2:]:cy', 'I-TYPE')",0.099065
"('+1:word.lower():lamp', 'B-TYPE')",1.10586
"('+1:word.lower():lamp', 'I-TYPE')",-0.235839
"('word.lower():lamp', 'I-TYPE')",0.841035
"('word[-3:]:amp', 'O')",0.04002
"('word[-3:]:amp', 'I-TYPE')",0.288506
"('word[-2:]:mp', 'O')",-0.334639
"('word[-2:]:mp', 'I-TYPE')",1.616757
"('-1:word.lower():emergency', 'B-TYPE')",0.511153
"('-1:word.lower():emergency', 'O')",0.171523
"('-1:word.lower():emergency', 'I-TYPE')",-0.370926
"('+1:word.lower():lampu', 'O')",-0.050824
"('+1:word.lower():lampu', 'I-BRAND')",1.024957
"('+1:word.lower():lampu', 'B-COLOR')",0.59082
"('+1:word.lower():lampu', 'I-NAME')",0.426118
"('+1:word.lower():lampu', 'I-MATERIAL')",0.179428
"('word.lower():lampu', 'B-TYPE')",1.906513
"('word.lower():lampu', 'O')",0.404896
"('word[-3:]:mpu', 'B-TYPE')",1.525608
"('word[-3:]:mpu', 'O')",0.66203
"('word[-2:]:pu', 'B-TYPE')",0.512737
"('word[-2:]:pu', 'O')",0.218684
"('word[-2:]:pu', 'I-BRAND')",0.159755
"('-1:word.lower():lamp', 'B-TYPE')",0.069524
"('-1:word.lower():lamp', 'I-TYPE')",0.513065
"('+1:word.lower():darurat', 'B-TYPE')",0.627847
"('word.lower():darurat', 'I-TYPE')",0.939824
"('word[-3:]:rat', 'I-TYPE')",0.18801
"('word[-3:]:rat', 'I-MATERIAL')",0.974363
"('word[-2:]:at', 'B-TYPE')",0.540213
"('word[-2:]:at', 'B-BRAND')",-0.9201
"('word[-2:]:at', 'O')",0.15947
"('word[-2:]:at', 'B-NAME')",-0.418273
"('word[-2:]:at', 'B-OS')",0.869154
"('word[-2:]:at', 'I-TYPE')",0.272728
"('word[-2:]:at', 'B-COLOR')",0.614375
"('word[-2:]:at', 'B-SHAPE')",1.117324
"('word[-2:]:at', 'B-MATERIAL')",0.438154
"('word[-2:]:at', 'I-MATERIAL')",0.031328
"('word[-2:]:at', 'I-SHAPE')",0.592472
"('-1:word.lower():lampu', 'B-TYPE')",-0.082417
"('-1:word.lower():lampu', 'O')",0.340952
"('-1:word.lower():lampu', 'B-NAME')",0.00878
"('-1:word.lower():lampu', 'I-TYPE')",1.146893
"('+1:word.lower():twin', 'I-TYPE')",0.225184
"('word.lower():twin', 'O')",0.024964
"('word.lower():twin', 'B-NAME')",1.051491
"('word[-3:]:win', 'B-BRAND')",0.309203
"('word[-3:]:win', 'I-BRAND')",0.641276
"('word[-3:]:win', 'B-NAME')",1.25375
"('-1:word.lower():darurat', 'O')",1.331381
"('-1:word.lower():darurat', 'I-TYPE')",-0.084396
"('-1:word.lower():twin', 'O')",1.375436
"('+1:word.lower():high', 'O')",0.636559
"('+1:word.lower():high', 'B-NAME')",0.532365
"('+1:word.lower():high', 'B-COLOR')",0.51421
"('word.lower():high', 'B-TYPE')",0.019281
"('word.lower():high', 'O')",1.548744
"('word[-3:]:IGH', 'O')",0.295346
"('word[-2:]:GH', 'O')",0.295346
"('-1:word.lower():high', 'O')",1.303043
"('-1:word.lower():high', 'I-TYPE')",0.314206
"('word.lower():eleaf', 'B-NAME')",1.358167
"('word[-3:]:eaf', 'I-BRAND')",0.50096
"('word[-3:]:eaf', 'B-NAME')",0.939965
"('word[-2:]:af', 'B-TYPE')",0.43935
"('word[-2:]:af', 'I-BRAND')",0.547392
"('word[-2:]:af', 'B-NAME')",0.846243
"('+1:word.lower():pico', 'B-NAME')",1.358167
"('word.lower():pico', 'B-BRAND')",0.540989
"('word[-3:]:ico', 'B-BRAND')",0.758582
"('-1:word.lower():eleaf', 'B-BRAND')",0.540989
"('+1:word.lower():melo', 'B-BRAND')",0.540989
"('word.lower():melo', 'B-NAME')",0.320121
"('word[-3:]:elo', 'B-NAME')",0.320121
"('-1:word.lower():pico', 'B-NAME')",0.320121
"('+1:word.lower():iii', 'B-NAME')",1.00128
"('word.lower():iii', 'I-NAME')",0.36106
"('word[-3:]:III', 'I-NAME')",0.36106
"('word[-2:]:II', 'B-BRAND')",0.379793
"('word[-2:]:II', 'O')",-0.209741
"('word[-2:]:II', 'I-BRAND')",0.312181
"('word[-2:]:II', 'B-NAME')",-0.233096
"('word[-2:]:II', 'I-NAME')",1.481796
"('+1:word.lower():mini', 'B-TYPE')",0.665465
"('+1:word.lower():mini', 'B-BRAND')",4.6e-05
"('+1:word.lower():mini', 'O')",-0.192261
"('+1:word.lower():mini', 'I-TYPE')",0.039615
"('+1:word.lower():mini', 'B-COLOR')",0.541505
"('+1:word.lower():mini', 'I-NAME')",0.473484
"('+1:word.lower():mini', 'I-THEME')",0.71006
"('word.lower():mini', 'B-TYPE')",0.856384
"('word.lower():mini', 'O')",0.780213
"('word.lower():mini', 'B-NAME')",-0.316364
"('word.lower():mini', 'I-TYPE')",0.633971
"('word.lower():mini', 'I-NAME')",0.108578
"('word.lower():mini', 'B-SIZE')",2.638429
"('-1:word.lower():iii', 'O')",0.475254
"('-1:word.lower():iii', 'B-SIZE')",0.717108
"('+1:word.lower():atomizer', 'B-SIZE')",0.713564
"('+1:word.lower():atomizer', 'B-DIMENSION')",0.443538
"('word.lower():atomizer', 'B-TYPE')",1.106751
"('-1:word.lower():mini', 'B-TYPE')",0.58311
"('-1:word.lower():mini', 'B-BRAND')",-0.100361
"('-1:word.lower():mini', 'O')",0.337162
"('-1:word.lower():mini', 'B-NAME')",0.358543
"('-1:word.lower():mini', 'B-CAPACITY')",1.244015
"('-1:word.lower():mini', 'I-TYPE')",0.349401
"('-1:word.lower():mini', 'I-NAME')",0.360009
"('-1:word.lower():mini', 'B-SIZE')",0.000307
"('-1:word.lower():mini', 'B-SHAPE')",1.253445
"('+1:word.lower():&', 'B-TYPE')",-0.298641
"('+1:word.lower():&', 'B-BRAND')",0.254634
"('+1:word.lower():&', 'B-NAME')",0.096931
"('word.lower():&', 'I-BRAND')",0.737918
"('word.lower():&', 'I-TYPE')",0.563131
"('word.lower():&', 'I-NAME')",0.673847
"('word[-3:]:&', 'I-BRAND')",0.737918
"('word[-3:]:&', 'I-TYPE')",0.563131
"('word[-3:]:&', 'I-NAME')",0.673847
"('word[-2:]:&', 'I-BRAND')",0.737918
"('word[-2:]:&', 'I-TYPE')",0.563131
"('word[-2:]:&', 'I-NAME')",0.673847
"('-1:word.lower():atomizer', 'I-TYPE')",0.745787
"('-1:word.lower():&', 'I-BRAND')",1.362771
"('-1:word.lower():&', 'I-TYPE')",1.805634
"('-1:word.lower():&', 'I-NAME')",1.090919
"('word.lower():blue', 'B-BRAND')",-0.080497
"('word.lower():blue', 'I-TYPE')",0.178959
"('word.lower():blue', 'B-COLOR')",3.551891
"('word.lower():blue', 'I-COLOR')",1.424424
"('word[-3:]:lue', 'B-BRAND')",0.193827
"('word[-3:]:lue', 'I-TYPE')",0.518653
"('word[-3:]:lue', 'B-COLOR')",1.237952
"('word[-3:]:lue', 'I-COLOR')",1.425599
"('-1:word.lower():blue', 'B-TYPE')",0.70147
"('-1:word.lower():blue', 'I-BRAND')",0.446518
"('-1:word.lower():blue', 'I-TYPE')",0.216207
"('-1:word.lower():blue', 'B-COLOR')",0.319566
"('-1:word.lower():blue', 'B-THEME')",0.887118
"('-1:word.lower():blue', 'B-MATERIAL')",0.492046
"('word.lower():jaket', 'B-TYPE')",3.541079
"('+1:word.lower():all', 'B-TYPE')",1.055489
"('+1:word.lower():all', 'O')",-0.086947
"('+1:word.lower():all', 'I-TYPE')",-0.002336
"('+1:word.lower():all', 'I-NAME')",0.642282
"('+1:word.lower():all', 'B-DIMENSION')",0.633753
"('word.lower():all', 'B-BRAND')",0.129326
"('word.lower():all', 'O')",2.025003
"('word[-3:]:All', 'B-BRAND')",0.5854
"('word[-3:]:All', 'O')",-0.14915
"('word[-3:]:All', 'I-TYPE')",0.074967
"('word[-3:]:All', 'I-NAME')",0.128206
"('-1:word.lower():jaket', 'B-TYPE')",-0.269212
"('-1:word.lower():jaket', 'I-TYPE')",0.790537
"('-1:word.lower():jaket', 'B-GENDER')",0.025799
"('-1:word.lower():jaket', 'B-MATERIAL')",0.198874
"('+1:word.lower():star', 'B-BRAND')",1.507293
"('+1:word.lower():star', 'I-NAME')",0.193599
"('word.lower():star', 'I-BRAND')",1.990506
"('word.lower():star', 'I-NAME')",0.298249
"('word.lower():star', 'B-THEME')",0.395404
"('word[-3:]:tar', 'B-TYPE')",0.070379
"('word[-3:]:tar', 'O')",-0.213413
"('word[-3:]:tar', 'I-BRAND')",0.41919
"('word[-3:]:tar', 'B-NAME')",0.334688
"('word[-3:]:tar', 'I-TYPE')",-0.01223
"('word[-3:]:tar', 'I-NAME')",0.052489
"('word[-3:]:tar', 'B-THEME')",0.013869
"('-1:word.lower():all', 'O')",0.395479
"('-1:word.lower():all', 'I-BRAND')",0.920358
"('-1:word.lower():all', 'I-TYPE')",0.518533
"('-1:word.lower():all', 'I-NAME')",0.050357
"('+1:word.lower():2', 'B-TYPE')",0.123064
"('+1:word.lower():2', 'B-BRAND')",0.522591
"('+1:word.lower():2', 'O')",0.433592
"('+1:word.lower():2', 'I-BRAND')",0.821521
"('+1:word.lower():2', 'B-NAME')",-1.143256
"('+1:word.lower():2', 'I-TYPE')",-0.398903
"('+1:word.lower():2', 'I-NAME')",-0.130312
"('+1:word.lower():2', 'B-MATERIAL')",0.376695
"('+1:word.lower():2', 'I-COLOR')",0.809972
"('+1:word.lower():2', 'I-DIMENSION')",0.140824
"('+1:word.lower():2', 'I-SIZE')",0.111642
"('word.lower():2', 'O')",0.359858
"('word.lower():2', 'B-RAM')",0.625939
"('word.lower():2', 'I-TYPE')",0.011483
"('word.lower():2', 'I-NAME')",0.176015
"('word.lower():2', 'B-AGE')",0.356981
"('word.lower():2', 'B-SIZE')",-0.000105
"('word.lower():2', 'B-DIMENSION')",-0.366304
"('word.lower():2', 'I-DIMENSION')",0.338777
"('word.lower():2', 'I-SIZE')",0.343122
"('word[-3:]:2', 'O')",0.359858
"('word[-3:]:2', 'B-RAM')",0.625939
"('word[-3:]:2', 'I-TYPE')",0.011483
"('word[-3:]:2', 'I-NAME')",0.176015
"('word[-3:]:2', 'B-AGE')",0.356981
"('word[-3:]:2', 'B-SIZE')",-0.000105
"('word[-3:]:2', 'B-DIMENSION')",-0.366304
"('word[-3:]:2', 'I-DIMENSION')",0.338777
"('word[-3:]:2', 'I-SIZE')",0.343122
"('word[-2:]:2', 'O')",0.359858
"('word[-2:]:2', 'B-RAM')",0.625939
"('word[-2:]:2', 'I-TYPE')",0.011483
"('word[-2:]:2', 'I-NAME')",0.176015
"('word[-2:]:2', 'B-AGE')",0.356981
"('word[-2:]:2', 'B-SIZE')",-0.000105
"('word[-2:]:2', 'B-DIMENSION')",-0.366304
"('word[-2:]:2', 'I-DIMENSION')",0.338777
"('word[-2:]:2', 'I-SIZE')",0.343122
"('-1:word.lower():star', 'I-NAME')",0.190527
"('-1:word.lower():star', 'I-THEME')",0.393029
"('word[-3:]:in', 'I-TYPE')",1.088486
"('word[-3:]:in', 'I-NAME')",0.329088
"('-1:word.lower():2', 'B-TYPE')",-0.899767
"('-1:word.lower():2', 'O')",0.765219
"('-1:word.lower():2', 'I-RAM')",1.075849
"('-1:word.lower():2', 'I-TYPE')",0.976506
"('-1:word.lower():2', 'I-NAME')",-0.695648
"('-1:word.lower():2', 'B-DIMENSION')",0.447618
"('-1:word.lower():2', 'I-DIMENSION')",0.463165
"('-1:word.lower():2', 'I-AGE')",0.272103
"('+1:word.lower():1', 'B-TYPE')",-0.204387
"('+1:word.lower():1', 'B-BRAND')",0.137611
"('+1:word.lower():1', 'O')",0.044516
"('+1:word.lower():1', 'I-BRAND')",0.044276
"('+1:word.lower():1', 'B-NAME')",-0.389242
"('+1:word.lower():1', 'I-TYPE')",0.181749
"('+1:word.lower():1', 'I-NAME')",0.397414
"('+1:word.lower():1', 'B-MATERIAL')",0.841936
"('+1:word.lower():1', 'B-DIMENSION')",0.817776
"('word.lower():1', 'O')",0.344102
"('word.lower():1', 'B-NAME')",0.543304
"('word.lower():1', 'I-TYPE')",0.403197
"('word.lower():1', 'I-NAME')",-0.124359
"('word.lower():1', 'B-MASS')",0.56641
"('word.lower():1', 'B-DIMENSION')",0.255395
"('word[-3:]:1', 'O')",0.344102
"('word[-3:]:1', 'B-NAME')",0.543304
"('word[-3:]:1', 'I-TYPE')",0.403197
"('word[-3:]:1', 'I-NAME')",-0.124359
"('word[-3:]:1', 'B-MASS')",0.56641
"('word[-3:]:1', 'B-DIMENSION')",0.255395
"('word[-2:]:1', 'O')",0.344102
"('word[-2:]:1', 'B-NAME')",0.543304
"('word[-2:]:1', 'I-TYPE')",0.403197
"('word[-2:]:1', 'I-NAME')",-0.124359
"('word[-2:]:1', 'B-MASS')",0.56641
"('word[-2:]:1', 'B-DIMENSION')",0.255395
"('word.lower():alexandre', 'B-BRAND')",0.49205
"('word[-3:]:DRE', 'B-BRAND')",0.110066
"('word[-2:]:RE', 'B-TYPE')",0.113066
"('word[-2:]:RE', 'B-BRAND')",1.406842
"('word[-2:]:RE', 'O')",-0.049769
"('word[-2:]:RE', 'I-NAME')",0.570811
"('+1:word.lower():christie', 'B-BRAND')",0.49205
"('word.lower():christie', 'I-BRAND')",1.072349
"('word[-3:]:TIE', 'I-BRAND')",0.419929
"('word[-2:]:IE', 'B-TYPE')",1.320042
"('word[-2:]:IE', 'I-BRAND')",0.326366
"('word[-2:]:IE', 'B-THEME')",0.559186
"('-1:word.lower():alexandre', 'I-BRAND')",1.072349
"('-1:word.lower():christie', 'O')",0.318284
"('-1:word.lower():christie', 'B-NAME')",1.028855
"('word.lower():srbum', 'O')",0.285279
"('word[-3:]:BUM', 'O')",0.285279
"('word[-2:]:UM', 'O')",0.148965
"('word[-2:]:UM', 'B-SIZE')",0.914175
"('word[-2:]:UM', 'B-MATERIAL')",1.642394
"('+1:word.lower():fossil', 'O')",0.285279
"('word.lower():fossil', 'B-BRAND')",1.009594
"('word[-3:]:sil', 'B-BRAND')",0.126866
"('word[-3:]:sil', 'O')",0.338745
"('word[-3:]:sil', 'I-TYPE')",0.283418
"('-1:word.lower():srbum', 'O')",0.360091
"('+1:word.lower():expedition', 'O')",0.360091
"('word.lower():expedition', 'B-BRAND')",0.227528
"('-1:word.lower():fossil', 'O')",1.114079
"('+1:word.lower():police', 'B-TYPE')",0.080581
"('word.lower():police', 'B-BRAND')",1.264782
"('word.lower():police', 'O')",0.111361
"('word[-3:]:ice', 'B-TYPE')",0.677211
"('word[-3:]:ice', 'B-BRAND')",0.132442
"('word[-3:]:ice', 'O')",0.434472
"('word[-3:]:ice', 'B-NAME')",-0.103409
"('-1:word.lower():expedition', 'O')",0.309988
"('+1:word.lower():timberland', 'O')",0.420529
"('word.lower():timberland', 'O')",0.089058
"('word[-3:]:and', 'B-TYPE')",0.543843
"('word[-3:]:and', 'I-BRAND')",1.111864
"('word[-3:]:and', 'I-TYPE')",0.35247
"('word[-3:]:and', 'I-NAME')",0.632269
"('word[-3:]:and', 'B-THEME')",0.377634
"('word[-3:]:and', 'I-THEME')",0.378109
"('word[-2:]:nd', 'B-TYPE')",-0.152527
"('word[-2:]:nd', 'B-BRAND')",-0.028367
"('word[-2:]:nd', 'I-BRAND')",0.670375
"('word[-2:]:nd', 'B-NAME')",0.163497
"('word[-2:]:nd', 'I-TYPE')",0.060154
"('word[-2:]:nd', 'B-THEME')",0.202607
"('word[-2:]:nd', 'I-THEME')",0.271736
"('word[-2:]:nd', 'B-SHAPE')",1.058098
"('word[-2:]:nd', 'B-MATERIAL')",0.334499
"('-1:word.lower():police', 'O')",2.186802
"('+1:word.lower():aigner', 'O')",0.089058
"('word.lower():aigner', 'O')",0.503577
"('-1:word.lower():timberland', 'O')",0.503577
"('word.lower():helm', 'B-TYPE')",1.753446
"('word.lower():helm', 'I-TYPE')",0.487922
"('word[-3:]:ELM', 'B-TYPE')",0.758219
"('word[-2:]:LM', 'B-TYPE')",0.680399
"('word[-2:]:LM', 'I-NAME')",0.531819
"('+1:word.lower():gm', 'B-TYPE')",0.102964
"('word.lower():gm', 'B-BRAND')",0.876746
"('word[-3:]:GM', 'B-BRAND')",0.876746
"('word[-2:]:GM', 'B-BRAND')",0.117238
"('word[-2:]:GM', 'B-NAME')",0.331156
"('-1:word.lower():helm', 'B-BRAND')",1.322886
"('-1:word.lower():helm', 'B-THEME')",0.881612
"('-1:word.lower():helm', 'B-MATERIAL')",0.353519
"('+1:word.lower():cross', 'B-BRAND')",0.801359
"('+1:word.lower():cross', 'B-MATERIAL')",1.252673
"('word.lower():cross', 'B-TYPE')",0.659885
"('word.lower():cross', 'O')",0.330527
"('word.lower():cross', 'B-NAME')",0.425899
"('word[-3:]:OSS', 'O')",0.687576
"('word[-3:]:OSS', 'B-NAME')",0.619009
"('-1:word.lower():gm', 'O')",1.069336
"('+1:word.lower():moto1', 'O')",1.069336
"('word.lower():moto1', 'O')",0.754032
"('word[-3:]:TO1', 'O')",0.754032
"('word[-2:]:O1', 'O')",0.038461
"('word[-2:]:O1', 'B-NAME')",0.783885
"('-1:word.lower():cross', 'O')",0.165887
"('-1:word.lower():cross', 'I-TYPE')",1.212616
"('-1:word.lower():cross', 'I-NAME')",0.967874
"('word.lower():advance', 'B-BRAND')",0.313885
"('word[-3:]:nce', 'B-BRAND')",0.088181
"('word[-3:]:nce', 'O')",0.001853
"('word[-3:]:nce', 'B-NAME')",0.273144
"('word[-3:]:nce', 'I-NAME')",0.398416
"('+1:word.lower():power', 'B-BRAND')",1.349621
"('+1:word.lower():power', 'O')",1.464304
"('word.lower():power', 'B-TYPE')",0.316188
"('word.lower():power', 'I-BRAND')",0.575191
"('word.lower():power', 'I-TYPE')",-0.45455
"('word.lower():power', 'I-NAME')",0.596801
"('word[-3:]:wer', 'B-TYPE')",-0.48964
"('word[-3:]:wer', 'O')",0.228315
"('word[-3:]:wer', 'B-NAME')",0.766512
"('-1:word.lower():advance', 'B-TYPE')",0.285961
"('+1:word.lower():cube', 'B-TYPE')",0.285961
"('word.lower():cube', 'B-NAME')",0.39918
"('word[-3:]:ube', 'O')",0.169323
"('word[-3:]:ube', 'B-NAME')",0.34637
"('word[-2:]:be', 'O')",0.00033
"('word[-2:]:be', 'B-NAME')",0.61712
"('-1:word.lower():power', 'B-NAME')",0.19813
"('-1:word.lower():power', 'I-TYPE')",2.069634
"('-1:word.lower():cube', 'I-NAME')",0.372768
"('+1:word.lower():charger', 'I-TYPE')",0.311043
"('word.lower():charger', 'B-TYPE')",1.020055
"('word.lower():charger', 'I-TYPE')",1.161664
"('word[-3:]:ger', 'B-TYPE')",1.114344
"('word[-3:]:ger', 'O')",-0.71065
"('word[-3:]:ger', 'I-BRAND')",0.590934
"('word[-3:]:ger', 'I-NAME')",0.693326
"('+1:word.lower():5', 'O')",2.251856
"('+1:word.lower():5', 'I-BRAND')",0.371639
"('+1:word.lower():5', 'B-NAME')",0.577271
"('+1:word.lower():5', 'B-OS')",0.199965
"('+1:word.lower():5', 'I-TYPE')",-0.935326
"('+1:word.lower():5', 'B-GENDER')",0.137445
"('word.lower():5', 'O')",-0.102513
"('word.lower():5', 'B-NAME')",0.541548
"('word.lower():5', 'I-TYPE')",0.115181
"('word.lower():5', 'I-NAME')",0.254618
"('word.lower():5', 'B-MASS')",0.166535
"('word.lower():5', 'B-DIMENSION')",-0.0777
"('word.lower():5', 'I-OS')",0.360162
"('word[-3:]:5', 'O')",-0.102513
"('word[-3:]:5', 'B-NAME')",0.541548
"('word[-3:]:5', 'I-TYPE')",0.115181
"('word[-3:]:5', 'I-NAME')",0.254618
"('word[-3:]:5', 'B-MASS')",0.166535
"('word[-3:]:5', 'B-DIMENSION')",-0.0777
"('word[-3:]:5', 'I-OS')",0.360162
"('word[-2:]:5', 'O')",-0.102513
"('word[-2:]:5', 'B-NAME')",0.541548
"('word[-2:]:5', 'I-TYPE')",0.115181
"('word[-2:]:5', 'I-NAME')",0.254618
"('word[-2:]:5', 'B-MASS')",0.166535
"('word[-2:]:5', 'B-DIMENSION')",-0.0777
"('word[-2:]:5', 'I-OS')",0.360162
"('-1:word.lower():charger', 'B-BRAND')",0.185041
"('-1:word.lower():charger', 'O')",1.028766
"('-1:word.lower():charger', 'I-TYPE')",-0.093045
"('+1:word.lower():konektor', 'O')",0.887405
"('word.lower():konektor', 'O')",0.747409
"('-1:word.lower():5', 'B-TYPE')",0.01024
"('-1:word.lower():5', 'O')",0.322348
"('-1:word.lower():5', 'B-CAPACITY')",0.9878
"('-1:word.lower():5', 'I-TYPE')",1.045309
"('-1:word.lower():5', 'I-NAME')",0.188726
"('-1:word.lower():5', 'I-MASS')",0.784182
"('-1:word.lower():5', 'I-DIMENSION')",0.002051
"('word.lower():nillkin', 'B-BRAND')",1.785127
"('+1:word.lower():sparkle', 'O')",0.655697
"('word.lower():sparkle', 'B-TYPE')",0.057034
"('word.lower():sparkle', 'O')",0.104985
"('word[-3:]:kle', 'B-TYPE')",0.662041
"('word[-3:]:kle', 'O')",0.324603
"('-1:word.lower():nillkin', 'B-TYPE')",0.9285
"('-1:word.lower():nillkin', 'B-NAME')",0.680599
"('+1:word.lower():leather', 'B-TYPE')",0.056731
"('+1:word.lower():leather', 'O')",-0.230517
"('+1:word.lower():leather', 'B-NAME')",1.008176
"('+1:word.lower():leather', 'I-TYPE')",-0.515019
"('+1:word.lower():leather', 'B-AGE')",0.404405
"('+1:word.lower():leather', 'B-MATERIAL')",0.512394
"('+1:word.lower():leather', 'I-MATERIAL')",0.347735
"('word.lower():leather', 'B-TYPE')",-0.263713
"('word.lower():leather', 'I-TYPE')",-0.161422
"('word.lower():leather', 'B-MATERIAL')",3.220648
"('word.lower():leather', 'I-MATERIAL')",1.578575
"('-1:word.lower():sparkle', 'I-TYPE')",1.136498
"('-1:word.lower():sparkle', 'I-NAME')",0.456488
"('-1:word.lower():sparkle', 'B-MATERIAL')",0.705621
"('-1:word.lower():leather', 'B-TYPE')",0.512537
"('-1:word.lower():leather', 'O')",0.171834
"('-1:word.lower():leather', 'I-TYPE')",0.924071
"('-1:word.lower():leather', 'B-COLOR')",0.589682
"('-1:word.lower():leather', 'I-MATERIAL')",-0.558666
"('word.lower():book', 'I-TYPE')",0.460303
"('word[-3:]:OOK', 'I-TYPE')",0.52494
"('word[-2:]:OK', 'B-TYPE')",1.724909
"('word[-2:]:OK', 'I-TYPE')",0.48357
"('+1:word.lower():cover', 'B-TYPE')",0.483606
"('+1:word.lower():cover', 'B-BRAND')",-0.129192
"('+1:word.lower():cover', 'O')",-0.693824
"('+1:word.lower():cover', 'I-BRAND')",0.349811
"('+1:word.lower():cover', 'I-TYPE')",0.485082
"('+1:word.lower():cover', 'B-DIMENSION')",0.679986
"('+1:word.lower():cover', 'I-MATERIAL')",0.430519
"('word.lower():cover', 'B-TYPE')",1.568259
"('word.lower():cover', 'O')",0.801413
"('word.lower():cover', 'I-TYPE')",1.330498
"('word[-3:]:VER', 'B-TYPE')",-0.32887
"('word[-3:]:VER', 'O')",-0.38468
"('word[-3:]:VER', 'I-BRAND')",1.321745
"('word[-3:]:VER', 'B-NAME')",0.712415
"('word[-3:]:VER', 'I-TYPE')",0.112846
"('word[-3:]:VER', 'I-COLOR')",1.048809
"('-1:word.lower():book', 'B-TYPE')",0.634596
"('+1:word.lower():titanium', 'I-TYPE')",0.77132
"('word.lower():titanium', 'B-COLOR')",0.92052
"('word.lower():titanium', 'B-MATERIAL')",0.005233
"('-1:word.lower():cover', 'B-TYPE')",0.154465
"('-1:word.lower():cover', 'B-COLOR')",0.478772
"('-1:word.lower():cover', 'B-MATERIAL')",0.871723
"('+1:word.lower():bronze', 'B-COLOR')",0.93418
"('word.lower():bronze', 'I-COLOR')",0.964975
"('word[-3:]:nze', 'I-COLOR')",0.964975
"('-1:word.lower():titanium', 'I-COLOR')",0.962359
"('-1:word.lower():titanium', 'I-MATERIAL')",0.364213
"('word.lower():dendeng', 'B-TYPE')",0.623428
"('word[-3:]:ENG', 'B-TYPE')",0.18736
"('+1:word.lower():ayam', 'B-TYPE')",0.623428
"('word.lower():ayam', 'B-MATERIAL')",1.085863
"('word[-3:]:YAM', 'B-MATERIAL')",1.085863
"('-1:word.lower():dendeng', 'B-MATERIAL')",1.085863
"('+1:word.lower():khas', 'I-BRAND')",0.609754
"('+1:word.lower():khas', 'B-MATERIAL')",1.010485
"('word.lower():khas', 'O')",0.911022
"('word[-3:]:HAS', 'O')",0.124094
"('-1:word.lower():ayam', 'O')",0.124094
"('+1:word.lower():rasa', 'O')",0.124094
"('word.lower():rasa', 'O')",0.335146
"('word[-3:]:ASA', 'B-BRAND')",0.140353
"('word[-3:]:ASA', 'O')",0.280086
"('word[-2:]:SA', 'B-TYPE')",0.528841
"('word[-2:]:SA', 'B-BRAND')",1.181527
"('word[-2:]:SA', 'O')",-0.851719
"('word[-2:]:SA', 'B-NAME')",-0.210032
"('word[-2:]:SA', 'B-THEME')",0.855043
"('word[-2:]:SA', 'I-THEME')",0.444035
"('-1:word.lower():khas', 'O')",0.40021
"('+1:word.lower():kriuk', 'O')",0.335146
"('word.lower():kriuk', 'O')",0.100859
"('word[-3:]:IUK', 'O')",0.100859
"('word[-2:]:UK', 'O')",0.896736
"('-1:word.lower():rasa', 'O')",0.100859
